amount,currency,timestamp,device_id,ip_address,country,brand,source
38.05,EUR,2026-06-01T23:47:29Z,dev_f5232b3aff,122.181.24.215,DE,Mastercard,mobile_app
276.7,GBP,2026-06-09T13:31:58Z,dev_2ddf1f2982,103.164.201.203,GB,RuPay,pos_terminal
69.52,JPY,2026-05-13T22:57:55Z,dev_7ed7b582a8,22.34.140.206,JP,RuPay,api
70.48,JPY,2026-02-24T01:59:36Z,dev_cfc35e27cb,66.129.109.34,JP,Mastercard,mobile_app
183.95,USD,2026-06-02T02:27:32Z,dev_ec2a05b2a3,120.228.155.158,US,RuPay,mobile_app
12.13,GBP,2026-03-24T16:20:08Z,dev_6da968e359,208.149.224.182,GB,Amex,mobile_app
30.54,JPY,2026-04-09T13:20:23Z,dev_c26f28bdef,168.205.9.71,JP,Amex,mobile_app
60.68,AUD,2026-04-20T02:13:40Z,dev_2866555df8,179.88.110.34,AU,RuPay,api
36.35,EUR,2026-01-24T09:12:28Z,dev_bcd9ee1040,193.47.0.76,DE,Visa,mobile_app
65.26,USD,2026-06-24T12:37:06Z,dev_d284ff12d7,118.194.4.5,US,Mastercard,web_checkout
187.89,GBP,2026-05-17T13:32:58Z,dev_bf210049fd,167.216.99.97,GB,Visa,api
21.25,JPY,2026-05-24T12:57:54Z,dev_9e9179695d,98.161.191.32,JP,Mastercard,mobile_app
58.79,AUD,2026-02-27T21:45:49Z,dev_baca8abd82,150.14.150.207,AU,Visa,mobile_app
9.31,EUR,2026-06-03T21:35:27Z,dev_80b45e6575,40.29.230.42,DE,Mastercard,pos_terminal
70.17,AUD,2026-01-15T06:54:15Z,dev_42175884a1,125.172.56.117,AU,Mastercard,web_checkout
25.5,EUR,2026-03-29T21:11:09Z,dev_3bf3220450,178.39.162.32,DE,Visa,pos_terminal
11903.2,INR,2026-05-20T09:27:58Z,dev_9a324a8b95,17.156.156.188,IN,Mastercard,mobile_app
73.71,USD,2026-01-01T02:06:45Z,dev_dbc1a0c895,108.127.156.69,US,Visa,mobile_app
12382.4,INR,2026-04-15T13:08:45Z,dev_a40818a3c6,148.84.50.223,IN,Mastercard,pos_terminal
75.81,JPY,2026-01-23T18:29:05Z,dev_76e243ebb7,207.125.34.252,JP,Mastercard,api
20.92,AUD,2026-04-12T01:23:39Z,dev_a645af53eb,205.145.195.229,AU,Amex,web_checkout
210.34,USD,2026-01-15T10:20:02Z,dev_8252f497f1,128.67.105.216,US,Mastercard,api
206.09,JPY,2026-02-09T15:51:25Z,dev_b1853de5a8,37.92.42.88,JP,Amex,mobile_app
56.19,AUD,2026-02-02T05:03:28Z,dev_87137c3e6c,206.69.227.43,AU,Visa,api
80.12,GBP,2026-01-23T01:36:02Z,dev_213b1aa74b,209.60.149.81,GB,Mastercard,web_checkout
34.34,JPY,2026-06-27T19:54:40Z,dev_fdab63f8d4,102.182.43.78,JP,Mastercard,web_checkout
86.06,EUR,2026-05-29T16:41:11Z,dev_6e1194dee2,77.7.155.233,DE,Visa,web_checkout
58.63,EUR,2026-03-03T00:42:45Z,dev_21909392bd,65.247.114.8,DE,Mastercard,api
322.92,GBP,2026-03-15T18:43:25Z,dev_41704a18be,140.145.62.59,GB,Mastercard,mobile_app
24.87,JPY,2026-06-07T16:20:39Z,dev_c1b16da892,109.41.132.84,JP,RuPay,mobile_app
144.77,USD,2026-04-18T20:50:00Z,dev_c0b0f55bf5,132.204.41.2,US,Visa,api
164.54,AUD,2026-02-19T04:21:41Z,dev_61571e925d,29.191.222.165,AU,Visa,api
67.84,USD,2026-01-21T03:45:47Z,dev_be8f0671d6,96.54.37.163,US,Amex,mobile_app
20.77,EUR,2026-02-09T03:03:19Z,dev_7dc41bc477,212.185.208.170,DE,Mastercard,api
10.72,GBP,2026-04-26T09:49:20Z,dev_8c25f0161a,164.215.255.245,GB,RuPay,mobile_app
12.0,EUR,2026-05-26T11:57:21Z,dev_1fd33a3baf,16.77.210.237,DE,RuPay,api
2761.6,INR,2026-01-22T14:24:18Z,dev_ed51785b3a,140.61.40.144,IN,Amex,api
35.77,GBP,2026-02-03T19:09:01Z,dev_f36889ed78,60.169.245.186,GB,Amex,web_checkout
74.32,GBP,2026-03-06T02:29:27Z,dev_9d3d878706,165.249.162.186,GB,Mastercard,web_checkout
97.89,EUR,2026-02-09T09:52:17Z,dev_55c4e44b59,126.187.214.13,DE,Mastercard,pos_terminal
7.9,JPY,2026-02-03T06:16:12Z,dev_a02cd73824,86.163.2.185,JP,Visa,api
12.55,USD,2026-05-09T01:20:27Z,dev_e010679ba8,165.125.38.35,US,Amex,mobile_app
267.44,USD,2026-06-02T22:13:25Z,dev_4c6889d2ff,189.181.186.234,US,Visa,web_checkout
41.67,AUD,2026-04-15T20:53:34Z,dev_ee7efb4359,16.56.157.56,AU,Mastercard,api
30.24,EUR,2026-01-14T20:42:00Z,dev_e493b850ea,104.240.80.61,DE,RuPay,pos_terminal
71.01,EUR,2026-05-05T12:29:57Z,dev_760e5c86b2,13.57.60.214,DE,Mastercard,web_checkout
17.98,USD,2026-01-05T19:41:33Z,dev_d26f599968,40.52.98.84,US,Visa,mobile_app
46.38,EUR,2026-02-20T15:52:20Z,dev_e46de2090a,94.10.185.159,DE,Amex,mobile_app
2062.4,INR,2026-01-25T06:13:51Z,dev_ca463ec72f,83.183.89.248,IN,RuPay,api
10167.2,INR,2026-03-01T15:46:25Z,dev_ff31521df3,209.172.51.11,IN,Mastercard,mobile_app
45.87,GBP,2026-06-07T02:33:01Z,dev_71886bdc7c,38.51.11.189,GB,Amex,mobile_app
1940.0,INR,2026-03-19T07:57:11Z,dev_f580258653,100.178.250.89,IN,Amex,api
63.19,AUD,2026-01-27T01:38:14Z,dev_d458b153c6,68.44.73.71,AU,Amex,mobile_app
42.7,EUR,2026-04-29T03:45:22Z,dev_60e6cae3ab,19.63.23.104,DE,Visa,api
82.67,AUD,2026-01-10T02:33:20Z,dev_5571fe5dc0,147.43.233.217,AU,RuPay,web_checkout
32.59,GBP,2026-02-18T16:04:58Z,dev_976b6af956,179.241.66.74,GB,Amex,api
112.17,GBP,2026-04-27T23:01:23Z,dev_dd3e65abf1,129.138.121.132,GB,RuPay,web_checkout
91.4,EUR,2026-02-13T23:18:41Z,dev_b346a72c79,81.122.38.95,DE,RuPay,mobile_app
55.51,GBP,2026-05-07T08:10:45Z,dev_0ba8b3a0fc,22.40.55.66,GB,Mastercard,pos_terminal
44.59,AUD,2026-03-24T21:34:36Z,dev_a8629e2eea,81.228.48.55,AU,Amex,mobile_app
68.58,JPY,2026-02-10T15:30:09Z,dev_8db16f65c9,115.27.101.124,JP,Visa,mobile_app
10832.0,INR,2026-05-22T07:11:20Z,dev_5125d0dda1,130.41.241.82,IN,Amex,mobile_app
4.47,USD,2026-05-28T19:13:54Z,dev_a34fa5acf1,124.223.125.80,US,RuPay,pos_terminal
134.66,GBP,2026-06-17T10:58:08Z,dev_4f8939160b,175.198.248.163,GB,RuPay,web_checkout
391.45,EUR,2026-01-21T17:39:37Z,dev_3dc8d8c658,24.63.182.179,DE,Amex,web_checkout
27.04,EUR,2026-05-22T05:40:26Z,dev_499e90033f,190.217.23.148,DE,Mastercard,pos_terminal
27.22,JPY,2026-05-10T23:29:01Z,dev_b2b38890fc,7.13.67.34,JP,Amex,mobile_app
31.46,USD,2026-05-02T21:07:11Z,dev_89781593f5,19.114.104.59,US,Mastercard,mobile_app
81.6,GBP,2026-01-14T01:17:48Z,dev_982cc2971a,136.98.87.81,GB,Mastercard,pos_terminal
427.32,AUD,2026-04-15T08:41:48Z,dev_ca74281c80,85.251.92.148,AU,Amex,api
87.14,GBP,2026-03-01T19:34:30Z,dev_36ae114056,6.7.111.130,GB,RuPay,web_checkout
125.35,EUR,2026-02-22T16:33:11Z,dev_5d9c3e9e95,184.184.20.35,DE,Amex,mobile_app
40.96,USD,2026-05-17T09:49:09Z,dev_cef5f54157,156.137.76.104,US,RuPay,pos_terminal
3482.4,INR,2026-03-16T06:06:07Z,dev_0e5caaaa6f,158.239.74.223,IN,Mastercard,pos_terminal
688.0,INR,2026-05-08T13:08:54Z,dev_fbcd0d4b6d,62.113.198.54,IN,Visa,web_checkout
9089.6,INR,2026-05-24T23:45:04Z,dev_a70747d429,10.135.133.108,IN,Visa,web_checkout
73.3,GBP,2026-01-31T16:01:14Z,dev_f703a76580,182.253.103.232,GB,Mastercard,pos_terminal
37.1,EUR,2026-01-05T18:35:56Z,dev_dc647fdb08,15.50.227.43,DE,Amex,pos_terminal
127.7,USD,2026-06-07T15:40:09Z,dev_2ded53a93a,66.31.209.198,US,Amex,mobile_app
213.75,AUD,2026-06-09T07:03:22Z,dev_26581f9624,70.170.146.137,AU,RuPay,web_checkout
12.34,USD,2026-06-18T18:41:59Z,dev_9e377750be,203.93.131.22,US,Mastercard,mobile_app
4691.2,INR,2026-03-09T09:43:58Z,dev_35cc5ac7eb,216.53.128.113,IN,Mastercard,pos_terminal
51.29,GBP,2026-03-05T09:44:10Z,dev_b9a1dfc91d,130.235.86.119,GB,Mastercard,api
55739.2,INR,2026-04-11T04:41:09Z,dev_7b907cfcee,203.182.31.248,IN,Visa,web_checkout
13.31,AUD,2026-06-18T23:23:54Z,dev_5b7b8dc158,174.36.185.16,AU,Mastercard,api
58.3,GBP,2026-02-01T05:58:34Z,dev_f58a5d00c0,83.228.244.47,GB,RuPay,web_checkout
72.63,JPY,2026-01-18T17:04:16Z,dev_a89f349264,93.111.129.23,JP,Amex,pos_terminal
11.51,EUR,2026-02-04T03:33:33Z,dev_3c304e1400,201.93.80.150,DE,Visa,mobile_app
49.32,AUD,2026-04-21T05:27:04Z,dev_a011062d96,16.131.140.63,AU,Mastercard,web_checkout
235.68,GBP,2026-04-02T09:03:46Z,dev_3e094c7eab,185.167.173.27,GB,Amex,mobile_app
2205.6,INR,2026-05-19T04:39:12Z,dev_908e64cd51,214.5.247.156,IN,Amex,api
144.93,JPY,2026-02-03T02:52:11Z,dev_5d455905a5,84.72.240.69,JP,Amex,web_checkout
37.55,JPY,2026-01-03T06:48:00Z,dev_b0c4189f29,211.28.195.15,JP,Mastercard,api
285.7,GBP,2026-05-21T06:32:36Z,dev_39ed700ac9,147.146.232.51,GB,Mastercard,mobile_app
912.0,INR,2026-01-24T22:22:53Z,dev_031bd39fd1,37.64.37.235,IN,RuPay,mobile_app
22672.0,INR,2026-03-20T23:01:54Z,dev_6530e795bb,96.40.11.63,IN,Amex,pos_terminal
218.62,EUR,2026-02-09T00:36:02Z,dev_f853220c05,114.68.58.107,DE,Visa,api
26.31,JPY,2026-03-14T23:03:11Z,dev_796d9eb48f,192.132.85.113,JP,RuPay,pos_terminal
57.7,USD,2026-03-25T13:18:44Z,dev_ea04a56f4d,142.49.73.225,US,RuPay,mobile_app
25.91,AUD,2026-01-02T02:36:02Z,dev_495a0f21f5,75.20.106.52,AU,RuPay,web_checkout
132.32,JPY,2026-04-19T21:58:47Z,dev_5405cd2a2c,92.73.12.193,JP,Amex,web_checkout
57.25,JPY,2026-01-22T07:14:38Z,dev_08ada333ec,11.128.168.128,JP,Visa,mobile_app
14.61,GBP,2026-05-08T04:55:44Z,dev_1cbd7d289c,149.83.252.247,GB,Amex,mobile_app
56.37,GBP,2026-01-31T10:05:55Z,dev_a7388bf239,205.100.93.248,GB,Mastercard,web_checkout
30.04,USD,2026-02-27T01:03:44Z,dev_e13f527758,151.54.200.235,US,Mastercard,mobile_app
16.75,JPY,2026-01-06T08:15:18Z,dev_2cae4f62b4,118.21.78.41,JP,Mastercard,pos_terminal
7.27,JPY,2026-01-11T06:19:54Z,dev_bc6e56e00c,6.31.111.171,JP,Amex,web_checkout
6959.2,INR,2026-01-09T02:00:19Z,dev_4c2e12225f,12.181.3.89,IN,RuPay,api
54.44,EUR,2026-02-06T19:51:09Z,dev_bcfd9c9719,221.246.216.112,DE,Visa,api
5.61,JPY,2026-04-30T17:59:50Z,dev_c1da779209,212.69.36.18,JP,RuPay,api
4752.8,INR,2026-01-28T23:35:55Z,dev_c49305a393,71.10.51.182,IN,Mastercard,pos_terminal
92.66,USD,2026-04-22T23:50:09Z,dev_830179f71e,20.139.43.25,US,Amex,mobile_app
102.8,AUD,2026-02-12T11:46:10Z,dev_2ae2130beb,187.5.60.65,AU,Visa,mobile_app
17.75,AUD,2026-06-03T00:45:10Z,dev_2d1dc8c65e,117.6.242.193,AU,Visa,web_checkout
53.63,AUD,2026-01-10T00:27:11Z,dev_867f3f0dff,178.135.141.145,AU,Amex,api
362.4,INR,2026-06-25T10:38:46Z,dev_722c2cf53d,147.111.162.246,IN,Amex,pos_terminal
193.68,AUD,2026-06-14T18:29:30Z,dev_1d4a73a284,31.75.112.190,AU,RuPay,api
164.19,GBP,2026-03-09T23:43:40Z,dev_43bddaeeef,2.250.59.39,GB,Visa,mobile_app
7.72,AUD,2026-05-10T03:51:31Z,dev_322e9b86ef,198.143.36.99,AU,Amex,api
102.01,GBP,2026-02-10T08:07:39Z,dev_269bce2cba,154.155.24.53,GB,Amex,mobile_app
60.62,JPY,2026-03-09T20:27:32Z,dev_c5eccb979b,105.67.38.89,JP,RuPay,mobile_app
2498.4,INR,2026-05-01T10:03:39Z,dev_4c232e884e,192.249.104.221,IN,RuPay,mobile_app
112.83,JPY,2026-05-11T08:40:05Z,dev_539aa0a04f,33.120.76.179,JP,RuPay,api
89.98,JPY,2026-03-22T23:55:46Z,dev_6f48c6a7e5,136.19.212.219,JP,Visa,pos_terminal
19.14,GBP,2026-04-29T16:05:18Z,dev_a9796eadc4,110.116.175.153,GB,RuPay,api
28.14,GBP,2026-03-28T21:04:20Z,dev_363575ca9d,51.110.117.244,GB,Amex,pos_terminal
22.0,GBP,2026-04-21T09:54:58Z,dev_7350fca8b7,101.9.93.109,GB,RuPay,api
2.56,EUR,2026-03-08T09:32:48Z,dev_9fa31d1bbb,117.239.66.79,DE,RuPay,mobile_app
7.38,EUR,2026-02-19T00:44:04Z,dev_5970d8941a,167.233.59.231,DE,Amex,web_checkout
7735.2,INR,2026-06-26T18:14:34Z,dev_8e8a4fe3d6,2.123.123.64,IN,RuPay,pos_terminal
93.34,USD,2026-02-25T07:03:38Z,dev_856333d8df,87.180.14.167,US,Mastercard,web_checkout
43.25,USD,2026-05-19T06:14:03Z,dev_5f3b5b654e,122.146.93.180,US,Mastercard,mobile_app
151.77,JPY,2026-01-09T13:22:22Z,dev_62b646f136,190.48.251.165,JP,Mastercard,mobile_app
31.2,USD,2026-02-17T15:16:31Z,dev_10a913fdbc,214.47.94.233,US,RuPay,web_checkout
871.2,INR,2026-06-29T16:16:44Z,dev_f48979c418,121.226.180.43,IN,Visa,mobile_app
26032.8,INR,2026-06-13T22:05:29Z,dev_4fd880c18d,169.180.80.73,IN,Visa,pos_terminal
82.45,EUR,2026-01-21T05:07:05Z,dev_cb8fea4a3d,14.173.157.28,DE,Amex,web_checkout
14.37,GBP,2026-02-14T09:09:04Z,dev_3f39279d53,184.34.159.173,GB,Visa,mobile_app
415.43,USD,2026-01-06T16:51:56Z,dev_599f724394,163.183.116.211,US,Amex,web_checkout
358.66,GBP,2026-06-24T18:41:39Z,dev_3feccc4377,119.147.80.240,GB,Visa,mobile_app
35.32,GBP,2026-01-06T15:13:18Z,dev_e46c096828,58.10.230.30,GB,RuPay,mobile_app
94.74,JPY,2026-06-18T19:21:19Z,dev_8af8d74fa4,207.47.177.18,JP,Mastercard,pos_terminal
4366.4,INR,2026-05-24T03:19:10Z,dev_067c74e924,112.147.15.51,IN,Visa,mobile_app
2575.2,INR,2026-06-13T18:59:36Z,dev_d96a7c1a75,204.199.65.211,IN,Amex,api
40.55,EUR,2026-05-25T15:59:15Z,dev_9ee365393c,22.72.34.181,DE,Mastercard,pos_terminal
84.95,AUD,2026-04-24T23:09:49Z,dev_172135906d,207.116.186.89,AU,Amex,web_checkout
53.28,EUR,2026-01-11T20:07:53Z,dev_3aface1616,58.130.54.125,DE,RuPay,mobile_app
25.22,GBP,2026-05-02T05:41:24Z,dev_240c0172f5,201.160.180.186,GB,Mastercard,api
81.87,JPY,2026-06-21T22:18:52Z,dev_cf5ff6ff05,198.248.80.65,JP,Visa,pos_terminal
52.68,EUR,2026-01-30T08:40:56Z,dev_82fbca1ef2,44.39.22.49,DE,RuPay,api
32.46,JPY,2026-06-28T04:18:21Z,dev_faa0113d8c,75.120.159.167,JP,Mastercard,web_checkout
1944.0,INR,2026-04-08T15:52:44Z,dev_2df6331e59,15.81.185.99,IN,Amex,pos_terminal
95.36,USD,2026-05-23T08:15:31Z,dev_19c716bc9a,44.184.163.142,US,Mastercard,pos_terminal
143.99,EUR,2026-05-03T21:25:30Z,dev_64e927cbb7,54.33.149.234,DE,Amex,mobile_app
102.07,GBP,2026-05-05T01:10:42Z,dev_6357dd4fc5,130.169.169.205,GB,RuPay,mobile_app
38.39,USD,2026-06-24T08:19:17Z,dev_aca6a449fc,67.186.160.235,US,Mastercard,web_checkout
19.67,JPY,2026-03-29T03:33:19Z,dev_fc4078e333,205.10.164.249,JP,RuPay,pos_terminal
35.88,AUD,2026-01-27T19:49:46Z,dev_fb731dc731,152.236.231.204,AU,RuPay,mobile_app
16.67,AUD,2026-01-30T14:23:40Z,dev_f7edd02c04,124.38.153.39,AU,Mastercard,api
20.42,EUR,2026-02-04T20:17:08Z,dev_6d1582f2a9,211.32.57.15,DE,RuPay,pos_terminal
80.74,JPY,2026-05-10T08:37:52Z,dev_fa139df321,181.104.226.126,JP,RuPay,web_checkout
18.08,EUR,2026-01-08T01:16:26Z,dev_3b686f7e00,49.231.161.157,DE,RuPay,web_checkout
100.41,EUR,2026-02-05T20:52:27Z,dev_f3620c33e5,153.143.39.186,DE,Visa,pos_terminal
2884.0,INR,2026-01-19T06:44:24Z,dev_9947d4905c,21.246.40.22,IN,Amex,web_checkout
83.32,AUD,2026-06-20T06:39:41Z,dev_509a6b609f,177.244.6.185,AU,Mastercard,mobile_app
67.64,GBP,2026-04-16T16:41:38Z,dev_90f51a39f1,102.177.122.47,GB,RuPay,pos_terminal
431.87,GBP,2026-05-28T18:55:11Z,dev_0e5f9ac6aa,5.12.251.125,GB,RuPay,pos_terminal
18.45,JPY,2026-04-07T15:15:01Z,dev_4504f54e8b,174.63.158.224,JP,Mastercard,api
223.99,JPY,2026-02-02T13:31:32Z,dev_79c674671a,105.8.96.1,JP,Visa,web_checkout
26.53,AUD,2026-03-14T16:59:57Z,dev_626d2fb434,147.89.191.154,AU,Amex,api
214.24,JPY,2026-06-07T01:24:30Z,dev_5263a65fbc,117.126.80.240,JP,Amex,api
31.37,USD,2026-01-31T17:11:18Z,dev_f6d27c69bd,160.22.167.217,US,Amex,mobile_app
50.79,JPY,2026-02-10T11:41:28Z,dev_fdfce01bd1,79.146.86.216,JP,Visa,mobile_app
49.89,JPY,2026-03-14T11:18:53Z,dev_9a4fdb8b19,101.236.125.66,JP,Visa,api
2.97,JPY,2026-01-22T13:13:42Z,dev_0a3d451223,129.204.3.217,JP,Visa,mobile_app
17.14,GBP,2026-05-19T10:54:44Z,dev_2dff3f9187,57.216.131.187,GB,Visa,api
41.09,JPY,2026-04-29T14:27:16Z,dev_e3612e9e1c,141.52.51.49,JP,RuPay,api
34.32,EUR,2026-01-06T20:35:14Z,dev_feb52aba81,111.143.37.56,DE,RuPay,pos_terminal
27.15,AUD,2026-04-08T15:09:51Z,dev_8e8d19ea6e,150.250.214.10,AU,Amex,mobile_app
186.48,EUR,2026-01-15T03:56:48Z,dev_be814d2977,102.9.65.136,DE,Visa,api
12.72,EUR,2026-03-04T09:52:15Z,dev_2e16e2e42f,88.202.12.124,DE,Visa,web_checkout
19173.6,INR,2026-05-10T10:00:05Z,dev_2e3f0c74d5,175.66.250.244,IN,Visa,web_checkout
25.95,GBP,2026-02-07T17:35:20Z,dev_706ed2f62f,66.192.37.139,GB,Amex,api
76.55,USD,2026-03-04T16:58:26Z,dev_beb0a20eb3,186.46.234.185,US,Amex,api
796.12,GBP,2026-01-18T02:40:20Z,dev_52347b2aa6,17.99.129.32,GB,Amex,web_checkout
165.64,AUD,2026-05-07T11:46:41Z,dev_1746bc8f48,1.161.91.76,AU,Mastercard,web_checkout
47.9,JPY,2026-01-10T12:17:53Z,dev_fef3c5cd00,129.92.9.239,JP,Mastercard,web_checkout
65.4,JPY,2026-02-10T07:02:01Z,dev_033c47a7f1,101.28.164.209,JP,Visa,web_checkout
3768.8,INR,2026-03-24T15:04:18Z,dev_b3381e0dc3,80.97.94.201,IN,RuPay,mobile_app
2220.8,INR,2026-01-03T19:33:28Z,dev_f5b650a74d,62.52.4.88,IN,Mastercard,web_checkout
426.41,USD,2026-03-24T02:02:17Z,dev_5504b674d2,127.242.88.40,US,Amex,pos_terminal
117.73,GBP,2026-02-05T11:17:23Z,dev_8e025c6434,169.240.115.169,GB,Amex,web_checkout
39.8,JPY,2026-02-02T16:01:02Z,dev_ab07d1e0db,26.43.23.138,JP,RuPay,api
7.91,GBP,2026-02-18T05:42:38Z,dev_e9a8e25ea8,84.228.129.222,GB,RuPay,pos_terminal
41.47,AUD,2026-01-15T23:30:59Z,dev_8c72607293,45.29.176.66,AU,Visa,api
97.19,AUD,2026-04-28T03:34:20Z,dev_9d1a031538,196.180.253.124,AU,Amex,mobile_app
60.7,GBP,2026-06-26T08:59:41Z,dev_0dd9c26028,204.105.224.70,GB,Mastercard,web_checkout
3292.8,INR,2026-04-27T08:32:33Z,dev_c28c3715cd,173.48.70.118,IN,Mastercard,web_checkout
2580.0,INR,2026-01-28T01:32:01Z,dev_fa6d4bb1ce,115.13.232.165,IN,Visa,mobile_app
62.51,GBP,2026-04-15T16:41:17Z,dev_42e2412e3b,80.235.30.120,GB,RuPay,mobile_app
557.0,GBP,2026-03-13T05:11:11Z,dev_552b95e4e1,166.181.89.155,GB,RuPay,mobile_app
19.3,GBP,2026-05-15T11:54:26Z,dev_02b252e55f,172.96.160.72,GB,Mastercard,web_checkout
12.59,GBP,2026-02-11T01:33:25Z,dev_7ae1fbf711,172.77.200.43,GB,Amex,mobile_app
317.18,JPY,2026-05-23T05:25:30Z,dev_5d77f0fdd7,143.79.152.237,JP,Visa,web_checkout
103.78,EUR,2026-02-01T12:41:40Z,dev_78641c2e0a,123.213.64.216,DE,Mastercard,mobile_app
4.54,AUD,2026-01-12T10:05:03Z,dev_e6b95ecf34,156.131.213.253,AU,RuPay,web_checkout
117.74,USD,2026-04-27T19:50:40Z,dev_1a72482144,9.178.3.212,US,Visa,api
59.53,USD,2026-04-01T23:28:00Z,dev_620a5e781a,36.4.185.128,US,Visa,pos_terminal
25.11,USD,2026-01-28T15:02:28Z,dev_73e1c4810e,220.115.149.200,US,RuPay,mobile_app
4044.0,INR,2026-04-08T08:52:20Z,dev_95c211cbfd,67.239.227.116,IN,Mastercard,web_checkout
29.29,USD,2026-04-20T18:18:59Z,dev_c6216dddb6,193.122.34.186,US,Visa,web_checkout
171.97,AUD,2026-01-11T20:08:46Z,dev_83edd2fd3e,165.131.64.140,AU,RuPay,mobile_app
2553.6,INR,2026-05-29T01:38:53Z,dev_03e9b86f6e,43.45.96.99,IN,Visa,web_checkout
84.57,AUD,2026-05-29T11:34:14Z,dev_743e2f11e0,178.246.245.243,AU,Mastercard,pos_terminal
65.87,AUD,2026-03-25T13:20:16Z,dev_277b6cb56f,34.91.205.139,AU,Amex,mobile_app
1737.6,INR,2026-05-22T12:17:52Z,dev_8c3e48b503,93.148.10.78,IN,Mastercard,mobile_app
64.99,GBP,2026-02-22T17:53:00Z,dev_3fee07104d,26.112.211.54,GB,Amex,api
351.15,USD,2026-05-05T08:47:50Z,dev_c45117a3dd,120.251.113.223,US,Amex,pos_terminal
2917.6,INR,2026-01-15T04:59:31Z,dev_6ae3719df0,179.0.68.201,IN,RuPay,pos_terminal
47.76,USD,2026-02-01T17:40:38Z,dev_2042a94cab,221.58.197.103,US,Amex,api
86.33,EUR,2026-06-27T04:37:40Z,dev_f3bed755a1,161.101.15.162,DE,Visa,pos_terminal
10573.6,INR,2026-04-08T20:30:50Z,dev_27762b3c70,33.45.150.97,IN,Amex,web_checkout
635.57,JPY,2026-03-17T04:49:51Z,dev_d08739f4e8,221.106.104.234,JP,Visa,pos_terminal
10133.6,INR,2026-06-28T19:01:09Z,dev_8bf72a4e9d,208.174.229.91,IN,RuPay,api
90.1,GBP,2026-05-03T09:12:02Z,dev_bc9445ef52,59.195.86.52,GB,RuPay,web_checkout
30.78,JPY,2026-04-04T21:38:20Z,dev_f92dbe1f12,4.226.134.75,JP,Amex,api
41.12,EUR,2026-01-11T19:57:19Z,dev_7387abca79,158.39.219.244,DE,Mastercard,web_checkout
62.03,GBP,2026-05-09T19:13:08Z,dev_eef9aceb1a,96.150.156.187,GB,RuPay,web_checkout
35.64,EUR,2026-06-12T19:35:24Z,dev_8e152bbe94,102.117.135.187,DE,RuPay,mobile_app
57.58,JPY,2026-03-19T19:32:34Z,dev_4d69b84164,71.88.100.86,JP,RuPay,web_checkout
71.17,EUR,2026-01-13T22:34:29Z,dev_17f25d3e23,22.129.24.75,DE,Amex,mobile_app
81.4,AUD,2026-02-07T11:54:41Z,dev_0a4366ab24,140.17.63.192,AU,Visa,api
48.66,JPY,2026-04-30T09:20:05Z,dev_3411253cd5,145.7.129.213,JP,Visa,api
99.46,EUR,2026-03-29T09:51:50Z,dev_79167dc6fa,79.85.125.98,DE,Visa,api
213.74,AUD,2026-02-07T05:24:56Z,dev_7dd812004e,195.58.226.103,AU,RuPay,web_checkout
44.41,GBP,2026-04-08T23:47:52Z,dev_f65ae85605,100.164.55.134,GB,Amex,api
11461.6,INR,2026-01-05T18:18:49Z,dev_4e659808b9,64.57.122.9,IN,Amex,pos_terminal
33.44,GBP,2026-06-29T11:29:01Z,dev_bea4d8fcf0,10.206.152.192,GB,Amex,mobile_app
8505.6,INR,2026-06-12T23:06:28Z,dev_8d799efb22,96.184.188.232,IN,Visa,mobile_app
56.75,USD,2026-01-17T14:23:54Z,dev_0c81e99f11,45.140.162.176,US,Amex,web_checkout
72.36,USD,2026-04-19T22:19:42Z,dev_611b99c211,119.142.236.116,US,Amex,pos_terminal
117.99,JPY,2026-04-02T08:32:15Z,dev_74eeb42372,87.238.94.219,JP,Amex,mobile_app
119.16,EUR,2026-05-01T04:28:29Z,dev_7af2bcc0ce,154.25.120.246,DE,Visa,pos_terminal
106.53,JPY,2026-02-19T17:18:24Z,dev_fe0ef90461,213.255.205.4,JP,Mastercard,mobile_app
31.07,USD,2026-02-12T20:33:34Z,dev_1b4789ba8b,138.60.36.240,US,RuPay,pos_terminal
9.27,USD,2026-03-23T16:26:29Z,dev_18911e184a,180.200.224.91,US,Mastercard,api
75.8,GBP,2026-06-16T09:10:31Z,dev_18dc8e1159,149.78.23.36,GB,RuPay,pos_terminal
97.72,USD,2026-03-24T09:24:56Z,dev_5325add592,185.156.241.161,US,RuPay,api
53881.6,INR,2026-05-09T11:37:58Z,dev_b6133a65a9,13.131.157.129,IN,Amex,mobile_app
86.28,JPY,2026-05-06T12:36:18Z,dev_012b0cb89f,3.239.254.183,JP,RuPay,mobile_app
120.54,EUR,2026-03-12T18:46:15Z,dev_68b6d3d804,190.14.31.49,DE,Amex,mobile_app
33.12,EUR,2026-04-23T23:16:19Z,dev_d8a51a9614,119.149.244.199,DE,Amex,pos_terminal
164.63,EUR,2026-02-01T23:04:30Z,dev_fc42d85bc2,97.5.159.83,DE,Amex,web_checkout
3999.2,INR,2026-06-11T16:35:42Z,dev_a3adb6ac11,81.127.10.6,IN,Amex,mobile_app
1212.8,INR,2026-04-05T06:52:35Z,dev_4e5c72036c,59.187.159.80,IN,Visa,api
224.68,USD,2026-01-19T20:25:14Z,dev_4a00fa86ce,58.65.86.136,US,Mastercard,api
