transaction_id,amount,timestamp,device_id,ip_address,country,brand,currency,merchant_id,merchant_category,user_id,is_fraud
T0002864,87.05,2026-07-08T09:40:29Z,DEV_25b9b91a5e76,97.88.167.248,SG,Visa,SGD,M2995,E-commerce,U44546,0
T0002865,20.63,2026-07-01T07:27:28Z,DEV_fe21ab73d4ce,98.27.172.177,CA,RuPay,CAD,M2515,Electronics,U75714,0
T0002866,59.31,2026-07-16T07:23:03Z,DEV_e4534c174bc9,216.212.235.153,IN,Mastercard,INR,M5977,Utilities,U73727,0
T0002867,19.19,2026-07-04T01:51:19Z,DEV_cf0b25b267a1,248.4.190.150,CA,Amex,CAD,M5602,Electronics,U22220,0
T0002868,58.34,2026-07-06T09:09:58Z,DEV_e86a4faaefe9,241.161.88.209,SG,Visa,SGD,M6600,Fuel,U21262,0
T0002869,210.17,2026-07-06T14:58:05Z,DEV_e6eeeea685f3,113.231.54.114,GB,Amex,GBP,M6074,Utilities,U50870,0
T0002870,225.54,2026-07-01T01:35:19Z,DEV_1e9842fdc5f1,146.144.249.102,DE,RuPay,EUR,M7330,Utilities,U69406,0
T0002871,25.48,2026-07-04T08:38:03Z,DEV_84ed6a039921,5.147.111.186,JP,Mastercard,JPY,M6794,Fashion,U61082,0
T0002872,68.02,2026-07-23T05:17:16Z,DEV_1afafe949396,83.255.209.235,GB,Mastercard,GBP,M5403,Restaurant,U17163,0
T0002873,152.92,2026-07-11T10:15:13Z,DEV_d3d3cebaff94,219.156.38.203,US,Mastercard,USD,M5231,E-commerce,U91033,0
T0002874,100.14,2026-07-01T04:19:20Z,DEV_84bf349cf390,154.177.88.243,SG,RuPay,SGD,M2745,E-commerce,U39983,0
T0002875,85.42,2026-07-10T00:29:54Z,DEV_9ef117f15c69,208.217.154.37,AU,Visa,AUD,M4829,Utilities,U18567,0
T0002876,3042.02,2026-07-24T17:37:18Z,DEV_e7bca12b39f1,236.234.236.98,GB,Amex,GBP,M1593,Restaurant,U20644,1
T0002877,29.26,2026-07-09T01:06:19Z,DEV_9ffc84068266,82.118.102.211,FR,Visa,EUR,M9536,Restaurant,U62429,0
T0002878,46.32,2026-07-29T08:16:02Z,DEV_23cfb2720348,208.249.153.77,SG,RuPay,SGD,M5134,Grocery,U77733,0
T0002879,39.9,2026-07-06T04:06:32Z,DEV_a6f6abe77bcb,6.125.139.121,CA,RuPay,CAD,M2176,Fuel,U68263,0
T0002880,32.3,2026-07-28T20:54:02Z,DEV_5ce6e9ced5bf,232.78.217.78,JP,Amex,JPY,M4309,Electronics,U14846,0
T0002881,68.01,2026-07-22T11:22:29Z,DEV_4f7a44703367,27.75.65.236,IN,Visa,INR,M1853,Grocery,U14785,0
T0002882,84.72,2026-07-14T00:18:01Z,DEV_450ffd8fcda3,73.95.137.71,GB,Visa,GBP,M7928,Fuel,U68686,0
T0002883,29.18,2026-07-28T09:51:31Z,DEV_59854eaea25b,186.252.59.78,CA,Amex,CAD,M6610,Fuel,U59024,0
T0002884,174.02,2026-07-24T07:17:34Z,DEV_054ddc1ed78f,198.178.22.223,AE,Visa,AED,M4836,Grocery,U57211,0
T0002885,118.96,2026-07-30T23:04:37Z,DEV_070cc00c9f17,177.217.241.45,US,Amex,USD,M7303,Healthcare,U92117,0
T0002886,83.91,2026-07-06T10:06:10Z,DEV_04757ed5e89e,245.13.255.192,CA,RuPay,CAD,M8477,Fashion,U40848,0
T0002887,97.49,2026-07-21T18:09:26Z,DEV_86c4e0b4f4d0,177.200.211.37,CA,Amex,CAD,M9115,Fuel,U29953,0
T0002888,17.63,2026-07-26T12:53:42Z,DEV_50b10a7bff11,96.73.31.237,SG,Amex,SGD,M8850,Utilities,U96357,0
T0002889,19.34,2026-07-13T15:49:27Z,DEV_d2bfa3a6158c,179.136.24.26,JP,Visa,JPY,M3037,Entertainment,U73124,0
T0002890,29.39,2026-07-21T21:28:36Z,DEV_3ce87218f0aa,1.128.70.213,JP,Visa,JPY,M2659,Healthcare,U72611,0
T0002891,72.77,2026-07-06T17:59:43Z,DEV_7206d2f80e01,225.126.125.55,JP,Mastercard,JPY,M6554,E-commerce,U13210,0
T0002892,28.04,2026-07-19T00:14:23Z,DEV_7fb39b34464b,192.7.143.144,SG,Mastercard,SGD,M4418,E-commerce,U87664,0
T0002893,61.14,2026-07-05T22:24:03Z,DEV_a06b802ac1e4,240.76.198.187,JP,Visa,JPY,M1080,Fuel,U40248,0
T0002894,49.06,2026-07-24T01:55:23Z,DEV_922b48d9d874,178.19.130.177,AU,Mastercard,AUD,M3472,E-commerce,U57463,0
T0002895,115.92,2026-07-02T03:47:29Z,DEV_93c1ca0dc77d,159.2.229.244,US,Amex,USD,M1878,Electronics,U10929,0
T0002896,34.58,2026-07-05T00:53:35Z,DEV_41919b9ce4ba,209.102.228.127,IN,Visa,INR,M2153,Utilities,U86732,0
T0002897,87.76,2026-07-25T23:10:04Z,DEV_11ebdfc355bd,20.247.113.77,AU,Amex,AUD,M4165,Entertainment,U79580,0
T0002898,38.49,2026-07-28T05:14:31Z,DEV_8505a7c20242,218.74.96.108,AE,Visa,AED,M4572,Restaurant,U19643,0
T0002899,101.05,2026-07-24T23:18:26Z,DEV_407c3f2f3168,173.31.247.151,SG,Visa,SGD,M7761,Entertainment,U57553,0
T0002900,76.06,2026-07-07T03:19:09Z,DEV_e8b481519900,252.226.39.118,IN,Mastercard,INR,M1343,Electronics,U63826,0
T0002901,43.45,2026-07-14T22:52:36Z,DEV_b8b27883b811,31.30.213.169,SG,RuPay,SGD,M4659,Entertainment,U13808,0
T0002902,21.61,2026-07-22T04:23:54Z,DEV_1a36f3104db7,155.136.113.82,AU,Visa,AUD,M6191,Electronics,U92008,0
T0002903,18.32,2026-07-22T02:16:55Z,DEV_4caea82e3331,70.31.76.6,FR,RuPay,EUR,M2109,Travel,U84916,0
T0002904,190.53,2026-07-26T21:45:33Z,DEV_151ef518225a,38.48.252.149,DE,Mastercard,EUR,M7591,Travel,U69534,0
T0002905,5.29,2026-07-23T09:12:54Z,DEV_27abd3e0bcb7,149.74.217.97,FR,Mastercard,EUR,M6257,Healthcare,U31681,0
T0002906,25.32,2026-07-13T11:43:59Z,DEV_467b4999d39e,66.21.88.94,GB,RuPay,GBP,M5068,Utilities,U92548,0
T0002907,22.93,2026-07-06T15:19:14Z,DEV_41403b42e9c7,19.10.237.209,FR,Visa,EUR,M1398,Grocery,U89298,0
T0002908,88.7,2026-07-24T05:57:43Z,DEV_d4e365dfedc7,21.205.228.9,DE,RuPay,EUR,M6697,Grocery,U87834,0
T0002909,41.51,2026-07-24T08:58:00Z,DEV_bda4455a933e,135.216.117.116,FR,Mastercard,EUR,M3813,Travel,U56704,0
T0002910,28.89,2026-07-19T22:35:06Z,DEV_136f218b9aa8,244.38.188.160,US,Amex,USD,M7757,Entertainment,U33406,0
T0002911,18.82,2026-07-11T12:04:56Z,DEV_892738421693,37.80.37.221,FR,Visa,EUR,M2187,Travel,U80148,0
T0002912,65.27,2026-07-17T17:36:18Z,DEV_8e43f87382ee,168.107.188.219,AE,Amex,AED,M9023,Fashion,U71395,0
T0002913,30.61,2026-07-30T04:57:59Z,DEV_328d186d1c2a,212.160.200.39,AE,Mastercard,AED,M6174,Travel,U55384,0
T0002914,143.83,2026-07-14T01:54:41Z,DEV_809a0df72df4,174.163.250.236,AU,RuPay,AUD,M4578,Healthcare,U79167,0
T0002915,18.98,2026-07-21T22:15:16Z,DEV_cfaf4d0d8a00,26.164.134.119,FR,RuPay,EUR,M5778,Grocery,U31019,0
T0002916,50.83,2026-07-18T13:10:14Z,DEV_7daac6c0fc0a,101.222.67.233,US,Visa,USD,M5140,Utilities,U93557,0
T0002917,75.56,2026-07-09T07:33:35Z,DEV_27a7a14b99d7,204.163.148.65,JP,Mastercard,JPY,M4321,Fashion,U20908,0
T0002918,1361.68,2026-07-18T03:26:24Z,DEV_305061af62b6,195.50.251.169,GB,RuPay,GBP,M3446,Grocery,U34103,1
T0002919,35.09,2026-07-07T16:27:47Z,DEV_abe099e1a4bf,139.118.11.169,SG,Amex,SGD,M2136,Travel,U67259,0
T0002920,38.34,2026-07-11T03:53:58Z,DEV_d2ccdb18deb4,161.21.66.108,JP,RuPay,JPY,M6361,Grocery,U56331,0
T0002921,46.89,2026-07-04T22:05:49Z,DEV_74f51a0ee6ff,8.72.208.232,US,Amex,USD,M9810,Travel,U43545,0
T0002922,13.13,2026-07-11T02:19:38Z,DEV_ccffdd6b9c67,176.169.49.209,FR,Mastercard,EUR,M3113,Travel,U41539,0
T0002923,239.89,2026-07-01T03:17:10Z,DEV_5e2541f89fd0,180.148.102.143,SG,Mastercard,SGD,M3332,Fashion,U93852,0
T0002924,258.13,2026-07-28T21:07:34Z,DEV_c34494cc4afc,29.94.208.223,DE,Mastercard,EUR,M4622,Entertainment,U26248,0
T0002925,69.99,2026-07-28T02:17:38Z,DEV_4e01557957d6,120.163.138.129,AE,RuPay,AED,M5075,Restaurant,U37045,0
T0002926,120.98,2026-07-13T06:26:28Z,DEV_0ec9d14dd095,16.116.127.81,DE,Amex,EUR,M8141,Fashion,U61244,0
T0002927,15.12,2026-07-27T12:49:47Z,DEV_ab5451c5d848,73.146.172.41,US,Visa,USD,M1450,Electronics,U23087,0
T0002928,1344.29,2026-07-15T12:44:14Z,DEV_cfcf945ae0c3,36.136.18.40,GB,RuPay,GBP,M3784,Grocery,U77597,1
T0002929,133.19,2026-07-30T14:30:52Z,DEV_5ff31f20f52c,246.221.235.57,DE,Visa,EUR,M7810,Fuel,U22938,0
T0002930,33.94,2026-07-08T21:14:35Z,DEV_912effc2b4ae,181.86.80.34,IN,Amex,INR,M5006,Utilities,U31318,0
T0002931,78.07,2026-07-25T10:17:13Z,DEV_d4b295f33238,214.99.86.161,US,Amex,USD,M4850,Grocery,U55854,0
T0002932,81.36,2026-07-20T15:23:01Z,DEV_790fbec89812,44.162.165.146,AU,RuPay,AUD,M1765,Healthcare,U23960,0
T0002933,209.34,2026-07-16T12:03:34Z,DEV_4c2c31336a12,129.172.194.128,GB,Amex,GBP,M8585,Utilities,U68369,0
T0002934,21.24,2026-07-20T12:12:27Z,DEV_5971ba7039a5,10.86.34.236,SG,Mastercard,SGD,M4898,Healthcare,U12604,0
T0002935,14.16,2026-07-29T18:54:19Z,DEV_60352ac4caa7,120.140.27.54,SG,Visa,SGD,M2104,Travel,U50566,0
T0002936,132.27,2026-07-18T20:43:23Z,DEV_7ab83f63404a,245.16.49.119,GB,Mastercard,GBP,M6971,Grocery,U88152,0
T0002937,38.82,2026-07-28T08:33:39Z,DEV_beab6df7e546,104.33.195.22,DE,Amex,EUR,M2446,Fashion,U24021,0
T0002938,29.98,2026-07-01T21:20:45Z,DEV_fccae517648f,181.105.130.96,AE,Mastercard,AED,M7744,Restaurant,U28716,0
T0002939,31.88,2026-07-05T06:15:05Z,DEV_1e0b6a2387d5,255.80.98.243,DE,Visa,EUR,M6843,Grocery,U79547,0
T0002940,23.05,2026-07-09T03:36:08Z,DEV_75bcb6496d21,46.121.4.89,IN,Amex,INR,M7208,Entertainment,U78378,0
T0002941,25.77,2026-07-25T22:52:27Z,DEV_8d1a243047cb,50.29.42.122,US,Visa,USD,M2152,E-commerce,U27026,0
T0002942,37.78,2026-07-01T08:11:36Z,DEV_6469be92e175,175.213.255.164,SG,Mastercard,SGD,M2914,E-commerce,U42298,0
T0002943,151.28,2026-07-29T00:37:19Z,DEV_937b69fe1bd7,226.68.113.109,AE,RuPay,AED,M8643,Healthcare,U23779,0
T0002944,47.26,2026-07-11T16:41:57Z,DEV_83a6b1e72b45,54.20.16.168,FR,Visa,EUR,M9863,Travel,U78032,0
T0002945,58.03,2026-07-28T05:24:15Z,DEV_da484456296f,220.92.24.164,SG,Amex,SGD,M2718,Restaurant,U81578,0
T0002946,1796.29,2026-07-20T05:17:12Z,DEV_82ba22728e36,178.89.101.174,CA,RuPay,CAD,M1140,E-commerce,U94547,1
T0002947,26.65,2026-07-14T10:22:14Z,DEV_364cf42a62dd,80.8.182.81,AE,Amex,AED,M5139,Grocery,U50593,0
T0002948,259.56,2026-07-29T05:31:55Z,DEV_5175e7d59335,231.215.38.19,JP,RuPay,JPY,M3219,Healthcare,U60541,0
T0002949,40.36,2026-07-15T10:52:00Z,DEV_08951f2937d1,196.194.118.25,AU,Mastercard,AUD,M2787,Restaurant,U61249,0
T0002950,92.6,2026-07-29T03:26:41Z,DEV_69b40acdd0db,166.250.121.7,CA,Amex,CAD,M9449,E-commerce,U53173,0
T0002951,12.32,2026-07-30T10:00:22Z,DEV_439983d251b1,180.60.37.156,US,RuPay,USD,M8380,Fashion,U76503,0
T0002952,31.43,2026-07-27T19:19:03Z,DEV_f0ac70ae95e0,18.113.111.4,DE,RuPay,EUR,M4573,Fashion,U50184,0
T0002953,149.07,2026-07-22T11:57:55Z,DEV_5b4db2e3bd41,166.243.156.254,CA,Visa,CAD,M8634,Electronics,U71039,0
T0002954,62.9,2026-07-02T05:45:25Z,DEV_f194ec5ef2f6,164.84.199.103,CA,Amex,CAD,M9758,Travel,U38562,0
T0002955,68.58,2026-07-10T13:57:15Z,DEV_b21eb42ae9a3,183.42.200.36,GB,Mastercard,GBP,M1223,Entertainment,U40971,0
T0002956,56.52,2026-07-07T07:20:22Z,DEV_28a51f3ae23b,244.53.26.183,AE,Amex,AED,M1708,Travel,U34548,0
T0002957,41.15,2026-07-10T11:51:09Z,DEV_83ab3ce39811,40.155.115.206,FR,Amex,EUR,M6423,Fashion,U25581,0
T0002958,22.26,2026-07-29T20:20:04Z,DEV_74c1f082702b,176.162.0.5,GB,Amex,GBP,M8983,E-commerce,U19808,0
T0002959,68.09,2026-07-29T09:45:39Z,DEV_525728e60dcf,62.54.237.197,DE,Visa,EUR,M6647,Grocery,U69176,0
T0002960,22.01,2026-07-02T23:42:55Z,DEV_292a583cac9d,105.60.25.21,GB,Visa,GBP,M4187,Restaurant,U64800,0
T0002961,23.68,2026-07-23T19:42:52Z,DEV_d0383670db51,204.152.18.53,DE,Amex,EUR,M2765,E-commerce,U82222,0
T0002962,3886.76,2026-07-24T04:27:17Z,DEV_16d21784f35d,173.79.236.182,US,Mastercard,USD,M7856,Travel,U52588,1
T0002963,35.95,2026-07-02T06:46:31Z,DEV_dafdc624ac89,93.91.133.67,GB,Mastercard,GBP,M6778,Restaurant,U42549,0
T0002964,188.4,2026-07-16T17:18:11Z,DEV_8bbe8f34ed4a,207.175.242.203,DE,Amex,EUR,M1836,Fuel,U26524,0
T0002965,44.28,2026-07-01T07:42:33Z,DEV_d6735af1ee7b,127.237.206.138,DE,RuPay,EUR,M6105,Travel,U38362,0
T0002966,1547.36,2026-07-10T07:19:50Z,DEV_3486af6c3e31,147.153.84.19,JP,RuPay,JPY,M7734,Fuel,U14635,1
T0002967,49.68,2026-07-07T21:34:41Z,DEV_2a3933bc4244,242.178.194.140,FR,RuPay,EUR,M4010,Fashion,U29617,0
T0002968,60.08,2026-07-02T03:13:14Z,DEV_7e1f4c7ac868,102.129.87.8,DE,Amex,EUR,M1914,Fuel,U37158,0
T0002969,38.59,2026-07-30T16:34:02Z,DEV_aeb76412c7b6,8.125.121.165,AU,Amex,AUD,M3680,Electronics,U25008,0
T0002970,62.33,2026-07-12T12:54:23Z,DEV_dd3b93d0251e,193.65.186.139,SG,Mastercard,SGD,M2188,Entertainment,U88154,0
T0002971,83.05,2026-07-06T11:02:33Z,DEV_4a356db67292,0.160.51.62,AE,Mastercard,AED,M8870,Entertainment,U21146,0
T0002972,131.48,2026-07-28T03:32:42Z,DEV_ee31e33e85fd,32.60.131.3,US,Visa,USD,M8590,Travel,U68257,0
T0002973,57.09,2026-07-16T07:39:00Z,DEV_af4f2204c1c4,73.60.2.83,JP,Visa,JPY,M9871,Travel,U80182,0
T0002974,27.11,2026-07-04T00:23:51Z,DEV_e2762c28a3ff,102.117.110.92,SG,Mastercard,SGD,M9495,Travel,U13380,0
T0002975,36.65,2026-07-15T03:11:54Z,DEV_93ed4dc57ded,66.57.67.58,FR,Visa,EUR,M9245,Restaurant,U85968,0
T0002976,74.67,2026-07-01T15:18:37Z,DEV_d8af2a456897,216.58.125.213,JP,RuPay,JPY,M1318,Restaurant,U94768,0
T0002977,86.57,2026-07-13T11:30:28Z,DEV_4599296d6f59,234.180.113.222,JP,Mastercard,JPY,M6927,Utilities,U70428,0
T0002978,3726.89,2026-07-23T18:44:35Z,DEV_5737c419ef75,126.172.101.42,JP,Amex,JPY,M1230,Entertainment,U67870,1
T0002979,40.22,2026-07-23T17:22:45Z,DEV_86c5fb084394,117.73.51.78,DE,RuPay,EUR,M9420,Travel,U75552,0
T0002980,51.97,2026-07-08T12:39:42Z,DEV_003c3f055d2a,102.29.92.164,SG,Amex,SGD,M3233,Travel,U77193,0
T0002981,8.86,2026-07-19T08:00:00Z,DEV_4c7fd5ae1c56,65.213.19.17,FR,Visa,EUR,M2221,Entertainment,U94603,0
T0002982,85.8,2026-07-19T19:06:43Z,DEV_4afb7a4c1405,186.135.224.1,US,Amex,USD,M1173,Entertainment,U36380,0
T0002983,55.6,2026-07-23T21:51:41Z,DEV_5cfc2ea92bb4,248.43.133.226,FR,Amex,EUR,M9580,Travel,U35022,0
T0002984,61.8,2026-07-28T00:32:15Z,DEV_4bfb1f51873e,175.73.77.83,AU,Mastercard,AUD,M7535,E-commerce,U12360,0
T0002985,2960.63,2026-07-27T23:58:42Z,DEV_ad850ecf2026,5.12.103.199,IN,Amex,INR,M2941,Entertainment,U71771,1
T0002986,13.64,2026-07-18T19:36:29Z,DEV_4dabda042569,43.169.42.220,JP,Visa,JPY,M2695,Restaurant,U17184,0
T0002987,35.56,2026-07-11T23:24:45Z,DEV_e6de865a7788,57.149.93.209,US,Amex,USD,M7111,Fashion,U68016,0
T0002988,63.2,2026-07-21T00:20:43Z,DEV_66d62c847fc9,21.79.13.96,GB,Amex,GBP,M2103,E-commerce,U22004,0
T0002989,105.53,2026-07-23T18:24:12Z,DEV_7915918ada4a,13.14.23.137,US,Visa,USD,M6932,Grocery,U13680,0
T0002990,75.29,2026-07-08T05:07:42Z,DEV_aaf97b02af18,89.23.140.132,DE,Visa,EUR,M3678,Fuel,U99925,0
T0002991,189.06,2026-07-02T14:10:56Z,DEV_a4d1f6860408,20.247.242.192,AE,Mastercard,AED,M6971,Fashion,U91837,0
T0002992,17.74,2026-07-17T04:51:42Z,DEV_80942bae7895,163.215.72.110,AU,RuPay,AUD,M6264,Fashion,U87988,0
T0002993,10.8,2026-07-09T02:34:01Z,DEV_3c47e7422553,88.183.105.66,AU,Amex,AUD,M5225,Grocery,U97680,0
T0002994,25.54,2026-07-20T15:14:03Z,DEV_542a9062bb7a,72.194.54.104,AU,Visa,AUD,M7002,Fuel,U22178,0
T0002995,22.94,2026-07-30T17:44:31Z,DEV_8bae4ae951d1,196.113.18.201,CA,RuPay,CAD,M7942,E-commerce,U61835,0
T0002996,47.61,2026-07-26T21:39:28Z,DEV_93103e8f6bc3,29.126.141.39,JP,RuPay,JPY,M2448,Grocery,U70005,0
T0002997,32.96,2026-07-30T20:57:58Z,DEV_5b241c985b89,185.61.5.37,DE,Amex,EUR,M5506,Grocery,U45765,0
T0002998,86.64,2026-07-11T06:20:38Z,DEV_e61b0dba49ce,244.188.149.219,SG,Visa,SGD,M7566,Grocery,U32402,0
T0002999,26.2,2026-07-13T09:40:10Z,DEV_b8d36269c9e0,67.249.253.155,DE,RuPay,EUR,M8155,Healthcare,U37407,0
T0003000,36.72,2026-07-08T01:21:11Z,DEV_4e8601f41466,249.88.255.244,CA,Amex,CAD,M2592,Grocery,U25277,0
T0003001,48.41,2026-07-04T10:30:41Z,DEV_3daf5fbb73de,246.80.27.215,SG,Amex,SGD,M7951,Healthcare,U77066,0
T0003002,5.83,2026-07-09T01:20:23Z,DEV_ca1869d9a778,19.141.65.216,AE,Mastercard,AED,M7751,Fuel,U25438,0
T0003003,63.9,2026-07-10T15:20:19Z,DEV_f0e476f7f23f,166.157.21.47,US,RuPay,USD,M1653,Entertainment,U30473,0
T0003004,159.52,2026-07-17T19:18:42Z,DEV_e91ee887de8e,157.191.66.119,AU,Mastercard,AUD,M3199,Healthcare,U11134,0
T0003005,160.72,2026-07-28T21:16:42Z,DEV_65c309467c3a,132.92.215.110,AU,Mastercard,AUD,M2670,Electronics,U89922,0
T0003006,1532.92,2026-07-13T09:32:41Z,DEV_ff9f15205a4f,155.221.155.199,GB,RuPay,GBP,M5997,Electronics,U60671,1
T0003007,73.18,2026-07-24T00:45:44Z,DEV_730ab8a132ef,252.150.47.111,JP,Amex,JPY,M5296,Travel,U66332,0
T0003008,85.28,2026-07-26T23:42:39Z,DEV_9efab12ec932,12.35.171.183,JP,Amex,JPY,M3360,Travel,U91460,0
T0003009,147.76,2026-07-21T18:29:24Z,DEV_b5758c6fa79e,158.162.236.48,FR,RuPay,EUR,M8454,Utilities,U87290,0
T0003010,23.97,2026-07-17T01:13:36Z,DEV_745e609a8546,75.14.196.11,JP,RuPay,JPY,M8404,Fuel,U48654,0
T0003011,92.55,2026-07-06T14:37:17Z,DEV_6c809cd7ffea,235.6.117.110,AU,Visa,AUD,M4490,Grocery,U64519,0
T0003012,37.01,2026-07-09T20:02:22Z,DEV_1d6f0f5a98bc,178.4.99.218,DE,RuPay,EUR,M2048,Entertainment,U86208,0
T0003013,53.56,2026-07-06T09:11:04Z,DEV_046d34573d0b,39.55.137.254,CA,Visa,CAD,M8840,Healthcare,U89173,0
T0003014,29.06,2026-07-04T09:26:44Z,DEV_2afa27f0ce55,251.47.41.125,FR,Visa,EUR,M7587,Fuel,U27839,0
T0003015,33.52,2026-07-02T08:52:55Z,DEV_4ec61b2ae4ce,168.64.72.69,US,RuPay,USD,M9494,Fuel,U13965,0
T0003016,74.81,2026-07-02T16:55:17Z,DEV_b20f4814179a,33.158.42.110,IN,RuPay,INR,M5907,Fuel,U41624,0
T0003017,51.37,2026-07-24T21:17:20Z,DEV_b8c01f2dc268,17.65.129.66,JP,Mastercard,JPY,M3653,Healthcare,U47259,0
T0003018,72.49,2026-07-04T00:57:56Z,DEV_4c1337358cf0,204.191.189.200,FR,Mastercard,EUR,M2253,Grocery,U37486,0
T0003019,41.82,2026-07-28T01:39:06Z,DEV_c7284fba9641,231.113.182.38,JP,Mastercard,JPY,M1778,Healthcare,U61785,0
T0003020,46.06,2026-07-25T18:57:30Z,DEV_0d19663e5d89,84.209.252.234,AU,Amex,AUD,M6794,Restaurant,U66755,0
T0003021,205.12,2026-07-09T00:31:37Z,DEV_79beb49e91be,160.227.251.245,IN,Visa,INR,M3883,Travel,U54379,0
T0003022,146.42,2026-07-22T00:14:18Z,DEV_05e54955d5b4,149.129.0.252,SG,RuPay,SGD,M7391,E-commerce,U87244,0
T0003023,44.81,2026-07-09T12:35:32Z,DEV_d3b728ea12d7,137.111.115.180,SG,Amex,SGD,M9726,Grocery,U47559,0
T0003024,21.32,2026-07-03T03:47:42Z,DEV_d1f3f2a56821,62.23.7.177,DE,Mastercard,EUR,M3745,Fashion,U90857,0
T0003025,218.78,2026-07-11T04:12:40Z,DEV_fec544621a6c,190.236.60.12,IN,Mastercard,INR,M3077,Fashion,U68001,0
T0003026,71.41,2026-07-07T14:39:57Z,DEV_c0f191cfb309,109.111.13.142,SG,RuPay,SGD,M3359,Entertainment,U79361,0
T0003027,48.99,2026-07-08T06:13:49Z,DEV_b23b2dfb0fa4,1.156.93.8,US,Mastercard,USD,M8353,Restaurant,U83536,0
T0003028,17.42,2026-07-01T08:27:01Z,DEV_82eff0aedd4e,104.29.124.13,JP,Visa,JPY,M4635,Healthcare,U44859,0
T0003029,85.52,2026-07-12T18:47:12Z,DEV_04ac13552d1a,87.149.97.156,DE,RuPay,EUR,M3114,Grocery,U69364,0
T0003030,31.76,2026-07-17T01:10:01Z,DEV_867dfbafbe3b,54.132.232.192,US,Amex,USD,M8697,Travel,U38616,0
T0003031,65.25,2026-07-07T03:27:27Z,DEV_09cfb6e651d2,43.147.58.117,JP,Mastercard,JPY,M8342,Travel,U12968,0
T0003032,32.94,2026-07-08T09:33:02Z,DEV_67fa8d1e7de3,84.192.212.244,AU,Visa,AUD,M7726,Fuel,U78315,0
T0003033,137.73,2026-07-23T05:47:14Z,DEV_9ad7627dd027,166.52.135.87,AE,RuPay,AED,M6893,Restaurant,U86517,0
T0003034,22.16,2026-07-12T07:17:09Z,DEV_bc74d8e68e88,135.19.163.213,FR,RuPay,EUR,M6624,Restaurant,U59822,0
T0003035,68.45,2026-07-21T22:25:27Z,DEV_9c069a85db87,127.220.173.222,AU,Amex,AUD,M3921,Travel,U91736,0
T0003036,38.34,2026-07-18T02:24:00Z,DEV_690e848314a3,136.223.106.69,AU,Amex,AUD,M1475,Entertainment,U11385,0
T0003037,190.01,2026-07-30T20:28:49Z,DEV_fe8a3bbff1dd,67.3.98.68,GB,Mastercard,GBP,M5571,Grocery,U30926,0
T0003038,49.99,2026-07-02T03:59:46Z,DEV_2a2c540b87da,162.220.178.3,JP,RuPay,JPY,M1969,Grocery,U21159,0
T0003039,82.53,2026-07-28T22:59:46Z,DEV_8c731ed0ecc4,130.251.163.209,CA,Mastercard,CAD,M2492,Fuel,U59272,0
T0003040,57.49,2026-07-21T14:20:36Z,DEV_c7cf86b34006,140.186.178.177,CA,Amex,CAD,M9980,Grocery,U19921,0
T0003041,31.08,2026-07-11T14:31:26Z,DEV_9c68d02f12c4,52.234.176.1,IN,Amex,INR,M4239,Grocery,U52739,0
T0003042,46.03,2026-07-24T20:03:32Z,DEV_12578f01014f,42.107.93.174,GB,RuPay,GBP,M6222,Entertainment,U59934,0
T0003043,2238.93,2026-07-23T11:03:40Z,DEV_f40b06b29e26,178.99.242.174,AE,Amex,AED,M7076,Fuel,U58214,1
T0003044,61.82,2026-07-28T08:06:41Z,DEV_d460f04c9dfd,181.199.98.4,FR,Mastercard,EUR,M5921,Restaurant,U77363,0
T0003045,22.69,2026-07-17T17:55:26Z,DEV_73b1c62da5ce,241.42.211.243,IN,Mastercard,INR,M7012,Grocery,U28797,0
T0003046,56.15,2026-07-04T14:34:21Z,DEV_0438d2116f01,100.244.158.122,JP,Mastercard,JPY,M2099,Travel,U89987,0
T0003047,30.0,2026-07-19T04:02:43Z,DEV_23a8ed6cba52,125.206.24.176,IN,Amex,INR,M3440,Grocery,U17869,0
T0003048,56.19,2026-07-19T17:23:35Z,DEV_77aa69b4dec8,195.217.72.89,GB,RuPay,GBP,M4317,Utilities,U13371,0
T0003049,89.5,2026-07-03T18:02:27Z,DEV_7c268a021038,48.68.255.196,GB,Amex,GBP,M4964,Electronics,U32584,0
T0003050,66.21,2026-07-14T20:54:02Z,DEV_726b38073b1a,2.117.153.100,GB,Amex,GBP,M4281,Grocery,U67213,0
T0003051,69.93,2026-07-05T09:09:13Z,DEV_375d113fa177,45.16.34.87,AE,Amex,AED,M1635,Travel,U57408,0
T0003052,50.47,2026-07-28T18:02:55Z,DEV_17adf7374a42,81.37.229.78,DE,RuPay,EUR,M1440,Fashion,U47003,0
T0003053,147.93,2026-07-05T07:09:26Z,DEV_1325b0158ed8,34.228.66.153,AE,Amex,AED,M3520,Grocery,U52587,0
T0003054,219.06,2026-07-06T12:38:55Z,DEV_3b0e698c6ce8,52.53.212.21,IN,Visa,INR,M4821,Healthcare,U44339,0
T0003055,69.42,2026-07-10T19:29:48Z,DEV_8f23e1181151,54.222.236.230,JP,Visa,JPY,M8084,Entertainment,U33055,0
T0003056,44.15,2026-07-05T05:34:37Z,DEV_47c3e6622d7b,47.134.17.213,SG,RuPay,SGD,M3104,Travel,U25201,0
T0003057,62.65,2026-07-05T04:33:40Z,DEV_7b9ac306fcd4,226.2.136.88,US,Mastercard,USD,M2369,Restaurant,U39332,0
