transaction_external_id,transaction_timestamp,amount,card_brand,billing_country,ip_address,device_type,email_domain,card_country
tx_20190928_004540,28-09-2019 08:14,54.77,DISCOVER,JPN,121.100.188.32,desktop,hotmail.com,JPN
tx_20251210_004541,10-12-2025 15:11,1434.21,VISA,JPN,45.206.136.116,mobile,company.com,JPN
tx_20161229_004542,29-12-2016 17:21,5.5,VISA,SGP,4.217.247.254,mobile,gmail.com,SGP
tx_20201015_004543,15-10-2020 09:44,83.75,AMEX,IND,84.217.217.85,desktop,hotmail.com,IND
tx_20230122_004544,22-01-2023 01:05,52.15,MASTERCARD,JPN,59.237.8.229,mobile,icloud.com,JPN
tx_20170331_004545,31-03-2017 02:42,148.09,MASTERCARD,ITA,206.33.38.227,mobile,gmail.com,ITA
tx_20250429_004546,29-04-2025 20:02,41.51,DISCOVER,CAN,56.125.220.244,mobile,edu.org,ESP
tx_20160219_004547,19-02-2016 23:55,10.13,MASTERCARD,FRA,25.23.139.59,mobile,hotmail.com,FRA
tx_20160331_004548,31-03-2016 03:32,109.35,MASTERCARD,FRA,133.145.228.194,mobile,yahoo.com,FRA
tx_20210204_004549,04-02-2021 06:55,30.14,AMEX,FRA,21.18.64.239,desktop,yahoo.com,FRA
tx_20170720_004550,20-07-2017 15:06,100.44,DISCOVER,JPN,84.243.163.45,desktop,icloud.com,JPN
tx_20250711_004551,11-07-2025 23:39,154.58,AMEX,USA,105.249.233.157,mobile,proton.me,USA
tx_20210922_004552,22-09-2021 22:54,117.95,DISCOVER,CAN,126.146.171.151,mobile,yahoo.com,CAN
tx_20180109_004553,09-01-2018 23:00,5.41,VISA,BRA,156.66.158.56,mobile,hotmail.com,BRA
tx_20190909_004554,09-09-2019 16:33,141.96,VISA,USA,44.208.193.60,mobile,edu.org,USA
tx_20170414_004555,14-04-2017 11:16,2997.17,MASTERCARD,GBR,4.215.20.20,mobile,yahoo.com,GBR
tx_20160509_004556,09-05-2016 18:35,45.66,AMEX,DEU,15.29.29.12,mobile,hotmail.com,DEU
tx_20190209_004557,09-02-2019 09:12,2568.5,VISA,MEX,175.202.85.20,desktop,hotmail.com,MEX
tx_20200123_004558,23-01-2020 04:48,5.93,DISCOVER,CAN,92.23.77.207,desktop,gmail.com,CAN
tx_20250713_004559,13-07-2025 00:00,43.21,DISCOVER,IND,202.28.79.62,mobile,outlook.com,IND
tx_20171017_004560,17-10-2017 06:30,37.33,MASTERCARD,MEX,21.216.194.72,mobile,yahoo.com,MEX
tx_20240206_004561,06-02-2024 01:38,83.24,VISA,MEX,173.252.156.185,desktop,edu.org,NLD
tx_20210122_004562,22-01-2021 08:59,57.12,AMEX,ESP,54.85.241.140,desktop,company.com,DEU
tx_20230625_004563,25-06-2023 02:28,1162.01,DISCOVER,ESP,218.122.35.59,mobile,yahoo.com,ESP
tx_20170302_004564,02-03-2017 19:06,250.8,AMEX,ITA,9.83.171.251,mobile,edu.org,ITA
tx_20240821_004565,21-08-2024 01:38,17.43,MASTERCARD,IND,105.123.184.64,mobile,hotmail.com,IND
tx_20220803_004566,03-08-2022 14:17,4,DISCOVER,GBR,121.55.244.193,mobile,icloud.com,GBR
tx_20220302_004567,02-03-2022 01:02,27.18,MASTERCARD,ESP,209.231.209.112,mobile,proton.me,ESP
tx_20211109_004568,09-11-2021 22:57,67.93,AMEX,NLD,207.68.44.102,mobile,hotmail.com,BRA
tx_20190405_004569,05-04-2019 14:20,191.34,MASTERCARD,IND,148.85.240.130,tablet,yahoo.com,JPN
tx_20221228_004570,28-12-2022 02:48,205.49,MASTERCARD,FRA,25.123.155.84,mobile,company.com,FRA
tx_20200901_004571,01-09-2020 09:09,18.19,VISA,FRA,194.242.167.75,mobile,icloud.com,FRA
tx_20170110_004572,10-01-2017 15:27,163.14,MASTERCARD,FRA,15.14.16.57,mobile,gmail.com,SGP
tx_20181119_004573,19-11-2018 16:02,22.08,VISA,IND,173.102.6.96,mobile,company.com,IND
tx_20200911_004574,11-09-2020 21:36,130.38,AMEX,JPN,3.113.208.37,desktop,gmail.com,JPN
tx_20210509_004575,09-05-2021 11:59,53.37,DISCOVER,IND,199.235.101.239,desktop,company.com,IND
tx_20251224_004576,24-12-2025 19:00,1311.86,AMEX,USA,96.202.143.83,mobile,hotmail.com,USA
tx_20230926_004577,26-09-2023 14:09,22.15,AMEX,GBR,113.17.185.155,desktop,yahoo.com,GBR
tx_20210601_004578,01-06-2021 04:27,38.36,VISA,DEU,192.205.122.36,tablet,proton.me,MEX
tx_20181111_004579,11-11-2018 19:42,1046.91,DISCOVER,BRA,24.180.150.181,desktop,yahoo.com,BRA
tx_20180723_004580,23-07-2018 00:39,92.75,VISA,IND,165.236.101.146,mobile,icloud.com,AUS
tx_20240519_004581,19-05-2024 23:25,1847.55,DISCOVER,MEX,236.73.1.72,mobile,gmail.com,MEX
tx_20250530_004582,30-05-2025 02:18,62.45,DISCOVER,CAN,52.184.39.147,mobile,proton.me,CAN
tx_20200425_004583,25-04-2020 04:06,34.45,VISA,SGP,183.52.99.166,desktop,yahoo.com,SGP
tx_20190312_004584,12-03-2019 06:02,153.13,AMEX,JPN,21.34.80.17,mobile,outlook.com,BRA
tx_20160930_004585,30-09-2016 05:39,49.93,MASTERCARD,DEU,175.99.10.204,mobile,edu.org,DEU
tx_20221002_004586,02-10-2022 13:03,109.07,AMEX,IND,177.239.162.235,mobile,gmail.com,MEX
tx_20220303_004587,03-03-2022 21:29,106.73,MASTERCARD,ITA,254.70.191.2,mobile,hotmail.com,ITA
tx_20220721_004588,21-07-2022 10:52,1983.05,MASTERCARD,ESP,188.82.93.40,mobile,company.com,FRA
tx_20190404_004589,04-04-2019 22:38,282.11,DISCOVER,ESP,24.229.61.193,mobile,outlook.com,FRA
tx_20191209_004590,09-12-2019 11:28,40.15,MASTERCARD,DEU,3.90.110.26,desktop,yahoo.com,DEU
tx_20230711_004591,11-07-2023 23:53,76.87,MASTERCARD,ESP,184.177.159.14,mobile,yahoo.com,SGP
tx_20180515_004592,15-05-2018 13:29,792.98,MASTERCARD,CAN,8.242.147.141,mobile,gmail.com,CAN
tx_20210909_004593,09-09-2021 17:33,2131.45,DISCOVER,CAN,207.167.155.22,mobile,gmail.com,CAN
tx_20171024_004594,24-10-2017 00:39,38.24,MASTERCARD,MEX,31.140.31.69,desktop,company.com,MEX
tx_20230324_004595,24-03-2023 18:54,37.47,DISCOVER,ITA,169.244.210.152,mobile,edu.org,ITA
tx_20200728_004596,28-07-2020 20:15,36.23,DISCOVER,FRA,52.168.89.240,mobile,hotmail.com,FRA
tx_20160425_004597,25-04-2016 21:15,2.7,MASTERCARD,USA,233.96.66.252,mobile,outlook.com,USA
tx_20230308_004598,08-03-2023 09:35,46.04,DISCOVER,JPN,199.218.209.54,desktop,yahoo.com,JPN
tx_20191007_004599,07-10-2019 22:40,15.35,AMEX,MEX,14.200.64.214,mobile,hotmail.com,FRA
tx_20251214_004600,14-12-2025 12:23,133.45,MASTERCARD,ESP,194.45.233.107,desktop,company.com,ESP
tx_20230827_004601,27-08-2023 16:11,7.87,AMEX,IND,23.244.181.75,mobile,proton.me,IND
tx_20200308_004602,08-03-2020 18:54,608.14,MASTERCARD,CAN,223.4.241.46,mobile,company.com,CAN
tx_20250529_004603,29-05-2025 21:27,28.53,AMEX,AUS,228.195.151.201,desktop,hotmail.com,AUS
tx_20190328_004604,28-03-2019 07:48,19.69,VISA,FRA,180.183.174.102,mobile,edu.org,FRA
tx_20190310_004605,10-03-2019 11:45,30.98,VISA,IND,204.112.154.179,mobile,edu.org,IND
tx_20180816_004606,16-08-2018 23:36,73.22,DISCOVER,ESP,120.120.71.109,mobile,hotmail.com,ESP
tx_20180530_004607,30-05-2018 07:06,75.06,MASTERCARD,USA,250.173.211.52,desktop,hotmail.com,USA
tx_20250909_004608,09-09-2025 08:16,34.28,AMEX,NLD,58.25.129.251,desktop,hotmail.com,MEX
tx_20160323_004609,23-03-2016 05:17,28.95,DISCOVER,MEX,82.248.223.39,desktop,outlook.com,MEX
tx_20180502_004610,02-05-2018 03:02,52.51,AMEX,FRA,248.9.96.215,desktop,yahoo.com,FRA
tx_20170104_004611,04-01-2017 18:52,10.88,VISA,DEU,12.21.200.131,mobile,edu.org,DEU
tx_20250201_004612,01-02-2025 16:00,58.66,VISA,MEX,21.166.92.245,mobile,yahoo.com,SGP
tx_20220813_004613,13-08-2022 09:51,44.11,AMEX,IND,70.54.204.153,mobile,company.com,IND
tx_20210103_004614,03-01-2021 03:48,44.54,MASTERCARD,ITA,254.72.121.248,mobile,hotmail.com,ITA
tx_20190925_004615,25-09-2019 16:46,187.64,VISA,MEX,237.52.32.225,mobile,outlook.com,MEX
tx_20181011_004616,11-10-2018 06:55,27.26,MASTERCARD,AUS,240.205.196.41,mobile,edu.org,AUS
tx_20210125_004617,25-01-2021 00:44,22.61,AMEX,JPN,106.22.56.102,desktop,icloud.com,JPN
tx_20200215_004618,15-02-2020 20:30,142.06,VISA,FRA,129.74.10.216,mobile,yahoo.com,FRA
tx_20250111_004619,11-01-2025 00:08,52.25,DISCOVER,SGP,2.18.174.147,mobile,proton.me,SGP
tx_20230915_004620,15-09-2023 16:06,79,VISA,JPN,50.100.164.183,mobile,edu.org,JPN
tx_20220710_004621,10-07-2022 18:53,69.64,MASTERCARD,JPN,47.209.5.128,tablet,icloud.com,BRA
tx_20211101_004622,01-11-2021 02:33,2358.11,DISCOVER,CAN,203.175.39.184,mobile,proton.me,CAN
tx_20210527_004623,27-05-2021 10:24,8.5,DISCOVER,GBR,85.6.94.79,mobile,hotmail.com,MEX
tx_20210813_004624,13-08-2021 20:14,819.02,DISCOVER,NLD,58.78.205.57,mobile,yahoo.com,NLD
tx_20190428_004625,28-04-2019 06:23,92.29,MASTERCARD,USA,63.234.185.119,mobile,outlook.com,USA
tx_20220102_004626,02-01-2022 20:06,487.11,MASTERCARD,AUS,136.176.228.87,mobile,company.com,AUS
tx_20250609_004627,09-06-2025 03:58,2637.85,AMEX,ITA,140.163.239.13,mobile,outlook.com,ITA
tx_20180123_004628,23-01-2018 05:27,10.46,MASTERCARD,MEX,201.217.187.220,mobile,gmail.com,MEX
tx_20160831_004629,31-08-2016 14:08,39.31,AMEX,GBR,60.144.245.218,mobile,gmail.com,GBR
tx_20201202_004630,02-12-2020 22:50,44.63,MASTERCARD,USA,187.136.35.169,mobile,hotmail.com,USA
tx_20181231_004631,31-12-2018 21:34,28.66,DISCOVER,ITA,72.32.149.49,mobile,proton.me,ITA
tx_20190127_004632,27-01-2019 03:35,28.06,MASTERCARD,GBR,29.58.172.183,mobile,company.com,GBR
tx_20160909_004633,09-09-2016 02:50,4.01,AMEX,CAN,148.164.175.35,tablet,yahoo.com,CAN
tx_20190305_004634,05-03-2019 06:47,1171.96,VISA,ITA,101.218.24.14,mobile,company.com,ITA
tx_20180705_004635,05-07-2018 05:10,55.69,VISA,GBR,220.238.170.139,mobile,icloud.com,GBR
tx_20230217_004636,17-02-2023 11:47,340.29,VISA,MEX,220.147.120.242,mobile,icloud.com,MEX
tx_20160329_004637,29-03-2016 03:51,61.44,VISA,CAN,206.236.54.188,mobile,edu.org,CAN
tx_20160731_004638,31-07-2016 02:51,52.22,MASTERCARD,FRA,231.209.144.134,mobile,proton.me,FRA
tx_20181210_004639,10-12-2018 12:40,28.1,MASTERCARD,NLD,162.46.181.127,mobile,company.com,NLD
tx_20170817_004640,17-08-2017 23:35,83.01,AMEX,AUS,180.33.14.191,mobile,proton.me,MEX
tx_20230917_004641,17-09-2023 16:54,46.89,AMEX,ESP,251.37.119.210,mobile,gmail.com,ESP
tx_20170131_004642,31-01-2017 08:18,31.9,VISA,GBR,162.150.117.207,mobile,icloud.com,GBR
tx_20160307_004643,07-03-2016 14:25,81,VISA,ESP,30.148.47.242,mobile,outlook.com,ESP
tx_20250309_004644,09-03-2025 05:07,1508.4,AMEX,CAN,100.202.252.134,mobile,gmail.com,CAN
tx_20170214_004645,14-02-2017 11:37,338.94,DISCOVER,JPN,30.160.194.5,desktop,company.com,JPN
tx_20250417_004646,17-04-2025 23:28,102.19,AMEX,FRA,88.170.191.112,mobile,edu.org,USA
tx_20230805_004647,05-08-2023 03:29,78.14,AMEX,JPN,211.63.58.70,desktop,hotmail.com,JPN
tx_20250305_004648,05-03-2025 07:35,27.52,VISA,CAN,183.46.233.197,mobile,outlook.com,CAN
tx_20160626_004649,26-06-2016 23:23,972.79,AMEX,FRA,138.207.92.112,mobile,company.com,FRA
tx_20161119_004650,19-11-2016 21:15,384.25,AMEX,ITA,9.65.254.225,mobile,hotmail.com,ITA
tx_20250920_004651,20-09-2025 20:30,1430.08,MASTERCARD,AUS,241.155.23.47,desktop,yahoo.com,AUS
tx_20250115_004652,15-01-2025 16:28,201.84,MASTERCARD,FRA,48.215.132.61,mobile,company.com,GBR
tx_20230625_004653,25-06-2023 18:14,18.44,AMEX,NLD,190.57.1.219,mobile,company.com,IND
tx_20250327_004654,27-03-2025 23:32,18.29,VISA,SGP,173.98.182.73,mobile,icloud.com,SGP
tx_20220215_004655,15-02-2022 20:08,2302.76,VISA,AUS,145.195.42.90,desktop,yahoo.com,AUS
tx_20251007_004656,07-10-2025 18:20,145.52,AMEX,CAN,251.229.97.95,mobile,proton.me,IND
tx_20250924_004657,24-09-2025 08:06,10.98,VISA,ESP,90.102.211.76,mobile,company.com,CAN
tx_20250521_004658,21-05-2025 11:59,94.72,MASTERCARD,IND,54.88.159.245,mobile,icloud.com,SGP
tx_20240204_004659,04-02-2024 22:24,28.24,DISCOVER,FRA,169.101.32.207,tablet,company.com,FRA
tx_20200831_004660,31-08-2020 14:19,30.34,VISA,AUS,30.115.30.22,mobile,proton.me,AUS
tx_20210225_004661,25-02-2021 20:46,28,AMEX,NLD,238.40.59.80,desktop,outlook.com,NLD
tx_20210823_004662,23-08-2021 11:29,9.54,AMEX,SGP,73.114.115.162,desktop,icloud.com,SGP
tx_20180703_004663,03-07-2018 09:00,2.42,AMEX,JPN,99.198.175.12,desktop,company.com,SGP
tx_20160529_004664,29-05-2016 07:27,17.88,AMEX,IND,207.170.170.93,mobile,gmail.com,IND
tx_20230114_004665,14-01-2023 14:18,22.22,DISCOVER,JPN,95.220.116.231,mobile,gmail.com,JPN
tx_20180414_004666,14-04-2018 13:41,89.21,VISA,JPN,104.46.37.128,tablet,outlook.com,JPN
tx_20161223_004667,23-12-2016 16:37,15.63,VISA,IND,156.15.97.234,tablet,outlook.com,IND
tx_20210801_004668,01-08-2021 18:00,62.49,DISCOVER,FRA,111.106.91.178,mobile,proton.me,FRA
tx_20181111_004669,11-11-2018 01:01,89.26,AMEX,MEX,51.66.221.235,mobile,company.com,ESP
tx_20240225_004670,25-02-2024 16:19,1576.21,VISA,JPN,48.109.25.78,desktop,company.com,JPN
tx_20230328_004671,28-03-2023 17:24,37.56,MASTERCARD,BRA,126.4.57.162,mobile,company.com,BRA
tx_20200531_004672,31-05-2020 15:12,16.94,DISCOVER,JPN,23.154.138.52,desktop,proton.me,JPN
tx_20230926_004673,26-09-2023 06:39,14.15,VISA,MEX,17.11.216.50,tablet,edu.org,MEX
tx_20251022_004674,22-10-2025 13:03,39.13,DISCOVER,FRA,76.198.69.26,desktop,proton.me,FRA
tx_20230217_004675,17-02-2023 23:23,93.53,VISA,DEU,108.23.162.208,mobile,gmail.com,DEU
tx_20211010_004676,10-10-2021 20:27,115.63,AMEX,ESP,134.182.183.125,mobile,hotmail.com,ESP
tx_20241008_004677,08-10-2024 01:56,2.62,DISCOVER,ESP,154.154.195.37,mobile,icloud.com,ESP
tx_20191017_004678,17-10-2019 10:14,616.2,DISCOVER,JPN,159.6.88.221,tablet,icloud.com,ITA
tx_20230424_004679,24-04-2023 02:15,45.53,AMEX,AUS,114.164.133.44,mobile,proton.me,AUS
tx_20201005_004680,05-10-2020 08:18,32.15,DISCOVER,CAN,213.113.159.150,desktop,yahoo.com,CAN
tx_20210301_004681,01-03-2021 08:49,19.66,VISA,BRA,11.188.187.162,mobile,company.com,BRA
tx_20230803_004682,03-08-2023 01:14,85.68,DISCOVER,IND,46.52.187.83,desktop,icloud.com,IND
tx_20181208_004683,08-12-2018 07:04,34.4,DISCOVER,JPN,98.130.48.136,mobile,edu.org,JPN
tx_20160516_004684,16-05-2016 05:10,155.54,DISCOVER,ITA,31.173.216.13,mobile,gmail.com,ITA
tx_20210510_004685,10-05-2021 01:04,42.6,MASTERCARD,FRA,234.83.252.208,mobile,edu.org,FRA
tx_20161017_004686,17-10-2016 14:47,56.13,VISA,BRA,63.100.5.105,desktop,yahoo.com,DEU
tx_20250619_004687,19-06-2025 08:49,2726.13,VISA,SGP,129.73.113.59,mobile,proton.me,SGP
tx_20220901_004688,01-09-2022 01:32,65.49,VISA,JPN,88.187.135.191,mobile,hotmail.com,JPN
tx_20220321_004689,21-03-2022 12:01,74.55,AMEX,DEU,19.209.17.225,mobile,proton.me,DEU
tx_20210722_004690,22-07-2021 20:02,21.56,DISCOVER,BRA,97.240.237.249,mobile,proton.me,IND
tx_20211214_004691,14-12-2021 04:41,46.11,DISCOVER,SGP,231.130.246.116,mobile,proton.me,SGP
tx_20250709_004692,09-07-2025 09:47,9218.57,AMEX,GBR,116.8.73.69,mobile,hotmail.com,GBR
tx_20171101_004693,01-11-2017 20:18,9.88,VISA,FRA,13.149.69.60,mobile,hotmail.com,FRA
tx_20230911_004694,11-09-2023 16:34,176.91,DISCOVER,NLD,2.225.31.134,mobile,gmail.com,NLD
tx_20240826_004695,26-08-2024 17:03,15.24,DISCOVER,BRA,152.142.223.93,mobile,proton.me,BRA
tx_20241014_004696,14-10-2024 00:19,58.6,AMEX,NLD,250.86.75.189,mobile,icloud.com,ITA
tx_20241009_004697,09-10-2024 18:42,63.89,DISCOVER,SGP,162.21.240.177,mobile,gmail.com,SGP
tx_20181121_004698,21-11-2018 16:10,157.36,MASTERCARD,BRA,80.65.90.202,mobile,company.com,BRA
tx_20211009_004699,09-10-2021 06:47,1620.34,MASTERCARD,AUS,25.167.130.147,desktop,gmail.com,AUS
tx_20191120_004700,20-11-2019 18:58,121.58,AMEX,MEX,98.17.141.239,mobile,proton.me,MEX
tx_20190813_004701,13-08-2019 18:08,36.44,DISCOVER,ITA,31.8.84.103,desktop,outlook.com,ITA
tx_20200812_004702,12-08-2020 06:29,2847.23,DISCOVER,AUS,175.164.242.127,mobile,icloud.com,MEX
tx_20191005_004703,05-10-2019 17:29,43.28,VISA,ESP,57.236.38.222,desktop,outlook.com,ESP
tx_20190209_004704,09-02-2019 11:42,41.55,VISA,NLD,228.77.231.68,mobile,company.com,ESP
tx_20160928_004705,28-09-2016 21:46,52.74,VISA,IND,213.235.224.213,mobile,icloud.com,ITA
tx_20210609_004706,09-06-2021 03:59,9.81,MASTERCARD,DEU,126.202.246.47,mobile,edu.org,DEU
tx_20190716_004707,16-07-2019 19:40,186.84,DISCOVER,NLD,191.158.215.191,tablet,company.com,NLD
tx_20161015_004708,15-10-2016 04:19,29.79,DISCOVER,MEX,249.51.135.13,desktop,edu.org,MEX
tx_20210925_004709,25-09-2021 14:21,39.72,AMEX,BRA,198.198.241.183,desktop,outlook.com,BRA
tx_20201111_004710,11-11-2020 23:20,55.81,DISCOVER,AUS,230.188.139.192,mobile,icloud.com,AUS
tx_20200314_004711,14-03-2020 23:30,3.1,VISA,AUS,141.75.41.217,mobile,company.com,AUS
tx_20230118_004712,18-01-2023 09:08,96.92,DISCOVER,BRA,116.81.59.193,mobile,yahoo.com,BRA
tx_20190701_004713,01-07-2019 12:28,2654.44,MASTERCARD,ITA,228.52.126.53,mobile,proton.me,ITA
tx_20230522_004714,22-05-2023 11:01,139.16,MASTERCARD,FRA,247.16.197.248,desktop,hotmail.com,FRA
tx_20170729_004715,29-07-2017 17:01,10.08,AMEX,CAN,254.172.130.110,mobile,outlook.com,CAN
tx_20220427_004716,27-04-2022 15:46,81.11,AMEX,USA,148.13.97.41,mobile,company.com,USA
tx_20170915_004717,15-09-2017 02:23,113.27,MASTERCARD,GBR,57.119.107.205,mobile,outlook.com,GBR
tx_20240210_004718,10-02-2024 01:23,5.59,MASTERCARD,BRA,201.127.14.237,mobile,gmail.com,IND
tx_20201206_004719,06-12-2020 01:42,146.35,DISCOVER,JPN,34.252.88.199,mobile,icloud.com,MEX
tx_20210222_004720,22-02-2021 03:23,202.47,DISCOVER,MEX,90.219.239.179,mobile,yahoo.com,JPN
tx_20240119_004721,19-01-2024 17:12,151.84,VISA,AUS,195.23.93.141,mobile,proton.me,JPN
tx_20170723_004722,23-07-2017 08:35,52.5,DISCOVER,SGP,94.123.21.89,tablet,outlook.com,SGP
tx_20240716_004723,16-07-2024 03:51,55.69,VISA,IND,230.111.133.87,mobile,icloud.com,IND
tx_20201224_004724,24-12-2020 00:09,115.97,MASTERCARD,USA,221.118.163.76,desktop,icloud.com,USA
tx_20210101_004725,01-01-2021 23:37,8.48,VISA,FRA,24.249.38.101,mobile,proton.me,FRA
tx_20231128_004726,28-11-2023 05:42,28.42,AMEX,CAN,75.37.223.27,mobile,edu.org,DEU
tx_20201125_004727,25-11-2020 08:20,474.83,AMEX,JPN,31.151.101.177,desktop,yahoo.com,JPN
tx_20180224_004728,24-02-2018 12:42,98.38,MASTERCARD,MEX,135.236.134.221,mobile,yahoo.com,MEX
tx_20221025_004729,25-10-2022 18:57,36.47,MASTERCARD,ITA,51.196.34.142,mobile,icloud.com,ITA
tx_20221209_004730,09-12-2022 06:39,1008.58,AMEX,JPN,96.237.82.74,desktop,company.com,JPN
tx_20230923_004731,23-09-2023 10:49,35.17,DISCOVER,DEU,214.159.11.208,desktop,outlook.com,DEU
tx_20240216_004732,16-02-2024 23:20,13.72,DISCOVER,USA,222.26.121.210,mobile,proton.me,USA
tx_20210723_004733,23-07-2021 12:58,2583.94,AMEX,AUS,78.88.128.156,desktop,company.com,AUS
tx_20180801_004734,01-08-2018 16:58,18.55,AMEX,MEX,89.52.116.38,mobile,edu.org,MEX
tx_20240211_004735,11-02-2024 04:23,17.2,DISCOVER,CAN,228.164.230.62,mobile,gmail.com,CAN
tx_20160903_004736,03-09-2016 21:06,8.14,AMEX,MEX,154.125.234.5,desktop,edu.org,GBR
tx_20160331_004737,31-03-2016 15:50,50.39,MASTERCARD,FRA,101.214.128.143,mobile,icloud.com,FRA
tx_20210701_004738,01-07-2021 13:50,48.33,VISA,NLD,166.63.29.140,mobile,hotmail.com,NLD
tx_20240916_004739,16-09-2024 17:38,7.35,VISA,CAN,70.155.4.105,desktop,company.com,CAN
tx_20200915_004740,15-09-2020 23:03,69.28,VISA,CAN,93.11.15.254,mobile,yahoo.com,CAN
tx_20221214_004741,14-12-2022 22:53,1707.32,AMEX,MEX,143.158.143.135,mobile,edu.org,MEX
tx_20200128_004742,28-01-2020 23:54,2.98,DISCOVER,ESP,242.253.192.17,mobile,icloud.com,ESP
tx_20230925_004743,25-09-2023 23:20,44.43,VISA,ITA,11.152.117.65,mobile,proton.me,USA
tx_20220308_004744,08-03-2022 04:59,185.95,DISCOVER,MEX,238.25.151.173,mobile,icloud.com,MEX
tx_20160731_004745,31-07-2016 15:59,22.14,VISA,FRA,205.51.214.2,mobile,icloud.com,FRA
tx_20171021_004746,21-10-2017 05:58,10.22,DISCOVER,IND,158.250.129.62,mobile,hotmail.com,IND
tx_20240101_004747,01-01-2024 02:59,350.08,MASTERCARD,IND,193.131.176.2,mobile,outlook.com,IND
tx_20250506_004748,06-05-2025 20:21,12.24,MASTERCARD,MEX,119.45.149.246,mobile,icloud.com,MEX
tx_20201003_004749,03-10-2020 08:31,55.84,MASTERCARD,USA,23.139.164.28,tablet,icloud.com,USA
tx_20160308_004750,08-03-2016 17:28,11.64,MASTERCARD,USA,162.37.43.23,mobile,icloud.com,CAN
tx_20240515_004751,15-05-2024 15:07,579.34,VISA,ITA,86.46.233.222,mobile,gmail.com,ITA
tx_20160521_004752,21-05-2016 21:26,76.42,VISA,JPN,161.32.22.249,mobile,company.com,JPN
tx_20160405_004753,05-04-2016 11:01,69.96,VISA,GBR,200.196.239.85,tablet,outlook.com,SGP
tx_20200607_004754,07-06-2020 17:01,74.31,MASTERCARD,JPN,158.151.25.73,mobile,yahoo.com,JPN
tx_20220924_004755,24-09-2022 03:23,9,AMEX,MEX,204.31.202.127,mobile,yahoo.com,MEX
tx_20160621_004756,21-06-2016 20:36,25.33,DISCOVER,DEU,153.17.210.41,mobile,icloud.com,DEU
tx_20200904_004757,04-09-2020 06:43,2.16,AMEX,USA,196.59.175.50,mobile,gmail.com,USA
tx_20250110_004758,10-01-2025 21:00,42.45,AMEX,IND,216.9.253.162,mobile,company.com,FRA
tx_20210903_004759,03-09-2021 20:07,6.22,DISCOVER,SGP,216.116.93.121,tablet,proton.me,SGP
tx_20170623_004760,23-06-2017 16:49,56.9,AMEX,ITA,6.122.53.236,desktop,proton.me,ITA
tx_20211206_004761,06-12-2021 05:14,39.22,DISCOVER,ESP,228.30.236.227,mobile,gmail.com,ESP
tx_20250318_004762,18-03-2025 18:57,22.98,AMEX,MEX,248.135.26.67,tablet,icloud.com,MEX
tx_20240721_004763,21-07-2024 21:30,17.09,VISA,GBR,56.153.229.89,mobile,yahoo.com,GBR
tx_20240105_004764,05-01-2024 08:18,85.12,AMEX,ESP,78.244.21.82,tablet,outlook.com,ESP
tx_20210307_004765,07-03-2021 16:47,30.88,DISCOVER,NLD,212.166.106.31,desktop,yahoo.com,NLD
tx_20180419_004766,19-04-2018 03:48,58.89,MASTERCARD,SGP,202.119.171.182,mobile,icloud.com,SGP
tx_20160827_004767,27-08-2016 20:54,2103.07,AMEX,ESP,48.163.85.7,mobile,proton.me,ESP
tx_20230623_004768,23-06-2023 14:22,119.28,DISCOVER,GBR,190.95.188.41,desktop,hotmail.com,GBR
tx_20160414_004769,14-04-2016 16:05,2999.36,VISA,ESP,248.174.199.243,mobile,outlook.com,ESP
tx_20180220_004770,20-02-2018 18:08,46.36,VISA,USA,58.208.216.50,desktop,outlook.com,USA
tx_20190912_004771,12-09-2019 04:31,146.6,MASTERCARD,FRA,190.199.82.12,desktop,icloud.com,FRA
tx_20240930_004772,30-09-2024 16:22,162.92,VISA,AUS,14.56.211.122,mobile,gmail.com,AUS
tx_20160213_004773,13-02-2016 17:37,14.2,MASTERCARD,JPN,15.21.37.9,mobile,yahoo.com,JPN
tx_20190729_004774,29-07-2019 05:13,10.46,DISCOVER,BRA,176.121.147.94,mobile,edu.org,BRA
tx_20170301_004775,01-03-2017 18:24,26.72,MASTERCARD,USA,112.218.153.120,mobile,edu.org,USA
tx_20241231_004776,31-12-2024 23:25,62.26,VISA,BRA,162.89.28.29,mobile,yahoo.com,BRA
tx_20250116_004777,16-01-2025 17:58,37.55,DISCOVER,CAN,152.177.51.178,mobile,yahoo.com,USA
tx_20210605_004778,05-06-2021 14:54,173.58,AMEX,GBR,177.15.229.116,mobile,icloud.com,AUS
tx_20221101_004779,01-11-2022 04:14,109.51,MASTERCARD,IND,15.201.141.245,mobile,hotmail.com,IND
tx_20190610_004780,10-06-2019 07:32,21.74,DISCOVER,ESP,153.246.22.15,mobile,edu.org,ESP
tx_20190709_004781,09-07-2019 15:54,17.73,DISCOVER,ESP,190.130.18.138,mobile,icloud.com,ESP
tx_20171023_004782,23-10-2017 02:13,4.48,DISCOVER,DEU,28.32.34.247,mobile,outlook.com,DEU
tx_20211120_004783,20-11-2021 22:10,33.46,AMEX,IND,157.200.174.57,mobile,edu.org,IND
tx_20210426_004784,26-04-2021 23:25,2062.41,VISA,IND,94.51.21.236,tablet,edu.org,IND
tx_20170311_004785,11-03-2017 19:50,25.07,DISCOVER,IND,105.109.216.222,mobile,proton.me,IND
