transaction_external_id,amount,card_brand,billing_country,ip_address,device_type,email_domain,card_country
tx_00006081,25.67,AMEX,AUS,6.81.49.208,mobile,gmail.com,AUS
tx_00006082,19.91,AMEX,ITA,213.225.203.17,mobile,proton.me,ITA
tx_00006083,10879.75,DISCOVER,FRA,140.94.176.10,desktop,yahoo.com,CAN
tx_00006084,254.09,AMEX,AUS,119.103.95.138,mobile,company.com,AUS
tx_00006085,14640.73,DISCOVER,ESP,166.236.73.200,tablet,icloud.com,ESP
tx_00006086,13.79,MASTERCARD,SGP,31.123.212.67,desktop,proton.me,SGP
tx_00006087,30.48,VISA,FRA,208.236.131.85,desktop,outlook.com,FRA
tx_00006088,4113.39,VISA,CAN,97.63.223.246,desktop,yahoo.com,CAN
tx_00006089,44.62,MASTERCARD,FRA,143.64.79.1,mobile,proton.me,FRA
tx_00006090,67.35,DISCOVER,CAN,119.46.208.226,desktop,hotmail.com,ESP
tx_00006091,12.41,AMEX,BRA,44.171.12.44,mobile,proton.me,BRA
tx_00006092,80.03,MASTERCARD,NLD,231.195.121.75,desktop,edu.org,NLD
tx_00006093,2641.68,MASTERCARD,GBR,83.53.131.42,desktop,yahoo.com,GBR
tx_00006094,4.93,MASTERCARD,BRA,42.35.102.120,desktop,proton.me,BRA
tx_00006095,5.63,DISCOVER,FRA,84.100.36.151,mobile,outlook.com,FRA
tx_00006096,17.78,AMEX,JPN,184.163.66.75,mobile,proton.me,BRA
tx_00006097,47.86,VISA,DEU,26.209.237.111,desktop,edu.org,SGP
tx_00006098,33.62,VISA,NLD,67.11.102.93,desktop,icloud.com,NLD
tx_00006099,15.04,MASTERCARD,USA,29.216.65.220,desktop,gmail.com,USA
tx_00006100,23.21,DISCOVER,DEU,130.60.182.67,mobile,outlook.com,DEU
tx_00006101,147.84,AMEX,ESP,115.139.223.96,mobile,yahoo.com,ESP
tx_00006102,55.03,DISCOVER,CAN,119.112.214.151,mobile,icloud.com,CAN
tx_00006103,38.72,VISA,MEX,85.167.166.14,mobile,gmail.com,MEX
tx_00006104,24.49,DISCOVER,MEX,4.245.168.128,desktop,yahoo.com,MEX
tx_00006105,477.99,VISA,SGP,78.246.169.119,desktop,outlook.com,SGP
tx_00006106,28.68,AMEX,ITA,39.35.170.249,desktop,edu.org,ITA
tx_00006107,16.43,MASTERCARD,NLD,242.190.140.190,mobile,company.com,NLD
tx_00006108,41.88,MASTERCARD,NLD,114.17.152.151,mobile,company.com,NLD
tx_00006109,9.74,AMEX,USA,46.138.209.117,mobile,proton.me,FRA
tx_00006110,11.52,MASTERCARD,USA,99.99.1.237,mobile,yahoo.com,USA
tx_00006111,12.09,MASTERCARD,BRA,155.223.22.2,mobile,icloud.com,BRA
tx_00006112,23.72,DISCOVER,BRA,197.147.49.29,mobile,outlook.com,BRA
tx_00006113,11.2,VISA,CAN,190.200.123.199,tablet,proton.me,CAN
tx_00006114,113.56,MASTERCARD,AUS,217.223.114.156,tablet,gmail.com,AUS
tx_00006115,27.86,MASTERCARD,GBR,20.127.208.194,mobile,yahoo.com,GBR
tx_00006116,20.35,AMEX,GBR,138.75.205.55,mobile,yahoo.com,GBR
tx_00006117,79.3,MASTERCARD,ESP,138.135.192.201,mobile,hotmail.com,GBR
tx_00006118,3.42,VISA,AUS,234.64.54.46,desktop,company.com,FRA
tx_00006119,487.02,MASTERCARD,FRA,56.190.157.47,desktop,edu.org,FRA
tx_00006120,2309.63,AMEX,USA,143.178.170.153,mobile,gmail.com,NLD
tx_00006121,160.24,DISCOVER,SGP,239.196.251.55,mobile,company.com,SGP
tx_00006122,31.84,AMEX,DEU,55.93.109.123,desktop,hotmail.com,DEU
tx_00006123,53.23,VISA,IND,126.143.196.10,mobile,yahoo.com,IND
tx_00006124,1490.1,MASTERCARD,FRA,108.205.25.45,mobile,outlook.com,FRA
tx_00006125,190.84,DISCOVER,JPN,94.113.152.120,mobile,hotmail.com,JPN
tx_00006126,100.1,AMEX,USA,145.181.8.165,mobile,company.com,USA
tx_00006127,945.58,VISA,GBR,212.13.202.27,mobile,hotmail.com,GBR
tx_00006128,49.41,VISA,JPN,36.22.222.43,mobile,company.com,GBR
tx_00006129,55.62,MASTERCARD,AUS,105.206.96.154,mobile,yahoo.com,IND
tx_00006130,731.35,DISCOVER,FRA,34.229.165.228,desktop,outlook.com,FRA
tx_00006131,112.44,MASTERCARD,USA,154.172.187.86,desktop,hotmail.com,FRA
tx_00006132,86.48,DISCOVER,DEU,97.8.13.115,mobile,yahoo.com,DEU
tx_00006133,2731.02,DISCOVER,AUS,159.90.14.194,desktop,company.com,AUS
tx_00006134,12.82,VISA,IND,253.162.86.57,mobile,company.com,IND
tx_00006135,14.11,DISCOVER,NLD,235.175.239.17,desktop,outlook.com,NLD
tx_00006136,108.56,VISA,USA,251.91.23.223,desktop,edu.org,BRA
tx_00006137,14.45,MASTERCARD,GBR,201.160.136.95,tablet,gmail.com,GBR
tx_00006138,11327.82,VISA,NLD,189.50.38.225,mobile,hotmail.com,NLD
tx_00006139,8.17,VISA,USA,135.114.164.101,mobile,edu.org,USA
tx_00006140,170.66,VISA,NLD,203.30.6.34,mobile,hotmail.com,ESP
tx_00006141,45.6,VISA,USA,171.240.250.64,mobile,company.com,USA
tx_00006142,15.82,DISCOVER,FRA,5.132.237.164,mobile,gmail.com,GBR
tx_00006143,32.38,VISA,GBR,105.229.60.122,desktop,proton.me,GBR
tx_00006144,46.5,DISCOVER,JPN,216.199.127.194,mobile,edu.org,JPN
tx_00006145,12.77,VISA,NLD,113.38.105.201,mobile,edu.org,NLD
tx_00006146,31.53,AMEX,ITA,38.134.46.210,desktop,edu.org,ITA
tx_00006147,921.26,DISCOVER,JPN,175.153.42.84,mobile,outlook.com,JPN
tx_00006148,55.47,MASTERCARD,CAN,122.18.122.112,mobile,proton.me,CAN
tx_00006149,33.61,AMEX,AUS,203.196.90.86,tablet,hotmail.com,AUS
tx_00006150,29.84,AMEX,FRA,15.153.237.153,desktop,yahoo.com,FRA
tx_00006151,68.23,DISCOVER,AUS,12.84.171.131,mobile,company.com,DEU
tx_00006152,20.79,AMEX,USA,28.155.27.127,desktop,yahoo.com,USA
tx_00006153,39.41,VISA,BRA,172.235.226.122,mobile,edu.org,BRA
tx_00006154,331.7,DISCOVER,BRA,117.180.90.133,desktop,icloud.com,BRA
tx_00006155,138.47,VISA,SGP,171.149.94.210,tablet,hotmail.com,SGP
tx_00006156,24.74,DISCOVER,USA,110.10.50.3,tablet,hotmail.com,USA
tx_00006157,16.59,DISCOVER,CAN,110.82.140.131,mobile,icloud.com,CAN
tx_00006158,63.12,VISA,JPN,19.52.251.122,mobile,edu.org,JPN
tx_00006159,83.83,DISCOVER,IND,111.178.12.200,mobile,yahoo.com,IND
tx_00006160,33.5,DISCOVER,BRA,6.199.242.88,mobile,outlook.com,BRA
tx_00006161,38.98,VISA,GBR,31.32.158.155,mobile,edu.org,GBR
tx_00006162,59.25,AMEX,GBR,164.217.106.58,mobile,hotmail.com,MEX
tx_00006163,1696.79,MASTERCARD,BRA,38.165.90.217,desktop,outlook.com,BRA
tx_00006164,12.57,MASTERCARD,GBR,211.106.231.68,mobile,icloud.com,GBR
tx_00006165,11.79,VISA,ITA,177.212.121.11,mobile,edu.org,DEU
tx_00006166,126.49,AMEX,IND,74.180.84.187,mobile,hotmail.com,IND
tx_00006167,35.12,AMEX,MEX,247.187.26.127,mobile,outlook.com,MEX
tx_00006168,89.35,VISA,ITA,30.241.94.85,tablet,hotmail.com,ITA
tx_00006169,11094.6,DISCOVER,ESP,251.49.165.59,mobile,yahoo.com,ESP
tx_00006170,14.84,AMEX,DEU,224.134.133.54,mobile,gmail.com,DEU
tx_00006171,24.41,MASTERCARD,AUS,243.44.89.178,mobile,outlook.com,FRA
tx_00006172,6607.27,AMEX,USA,92.160.213.150,mobile,hotmail.com,IND
tx_00006173,52.01,DISCOVER,GBR,166.86.205.79,desktop,gmail.com,GBR
tx_00006174,37.43,MASTERCARD,GBR,87.30.139.234,desktop,company.com,GBR
tx_00006175,2.61,DISCOVER,GBR,58.153.140.189,mobile,icloud.com,GBR
tx_00006176,26.17,MASTERCARD,SGP,82.75.93.49,desktop,hotmail.com,SGP
tx_00006177,6.24,MASTERCARD,SGP,231.55.253.135,mobile,outlook.com,FRA
tx_00006178,44.74,VISA,SGP,225.12.120.148,desktop,company.com,SGP
tx_00006179,14.47,DISCOVER,GBR,160.57.53.251,mobile,icloud.com,GBR
tx_00006180,14.96,AMEX,DEU,39.135.85.192,mobile,yahoo.com,DEU
tx_00006181,4.64,DISCOVER,JPN,58.230.137.227,tablet,gmail.com,JPN
tx_00006182,1333.35,DISCOVER,FRA,20.249.135.190,mobile,gmail.com,FRA
tx_00006183,49.26,AMEX,DEU,35.220.169.122,tablet,edu.org,DEU
tx_00006184,62.98,MASTERCARD,FRA,141.127.225.200,mobile,gmail.com,FRA
tx_00006185,56.18,MASTERCARD,MEX,95.166.92.188,mobile,yahoo.com,MEX
tx_00006186,19.17,VISA,MEX,220.121.8.22,desktop,edu.org,MEX
tx_00006187,67.0,DISCOVER,JPN,1.112.156.98,mobile,hotmail.com,JPN
tx_00006188,117.48,VISA,CAN,51.238.35.34,mobile,outlook.com,CAN
tx_00006189,8.79,AMEX,SGP,86.215.131.174,mobile,icloud.com,SGP
tx_00006190,36.96,VISA,MEX,251.197.75.36,tablet,company.com,MEX
tx_00006191,19.51,DISCOVER,MEX,15.51.220.214,mobile,company.com,MEX
tx_00006192,117.3,VISA,MEX,219.166.42.110,mobile,yahoo.com,MEX
tx_00006193,26.09,VISA,GBR,239.176.130.116,desktop,yahoo.com,GBR
tx_00006194,121.55,MASTERCARD,NLD,44.54.40.239,mobile,edu.org,NLD
tx_00006195,87.16,DISCOVER,AUS,220.244.42.38,mobile,gmail.com,AUS
tx_00006196,8364.22,VISA,MEX,74.167.172.33,tablet,gmail.com,MEX
tx_00006197,36.12,VISA,NLD,185.61.233.64,desktop,company.com,NLD
tx_00006198,8.42,VISA,ESP,69.33.52.20,mobile,proton.me,ESP
tx_00006199,122.1,AMEX,NLD,102.103.181.127,mobile,company.com,FRA
tx_00006200,1166.89,AMEX,FRA,71.129.37.163,mobile,company.com,FRA
tx_00006201,11.65,AMEX,MEX,221.192.230.3,mobile,company.com,AUS
tx_00006202,15.36,VISA,JPN,59.181.40.108,desktop,edu.org,JPN
tx_00006203,92.85,DISCOVER,JPN,83.117.153.109,mobile,icloud.com,JPN
tx_00006204,18.06,DISCOVER,ESP,14.176.226.154,mobile,icloud.com,ESP
tx_00006205,68.42,AMEX,ESP,238.167.89.63,tablet,yahoo.com,ESP
tx_00006206,68.15,MASTERCARD,ESP,230.28.169.114,desktop,proton.me,NLD
tx_00006207,41.62,MASTERCARD,AUS,172.89.27.8,mobile,proton.me,AUS
tx_00006208,30.26,MASTERCARD,USA,170.2.136.24,mobile,outlook.com,USA
tx_00006209,2386.14,MASTERCARD,CAN,237.235.216.107,tablet,yahoo.com,CAN
tx_00006210,38.1,MASTERCARD,BRA,155.176.202.225,mobile,yahoo.com,ESP
tx_00006211,95.41,AMEX,IND,252.102.71.141,mobile,company.com,IND
tx_00006212,45.74,MASTERCARD,NLD,205.27.117.170,mobile,hotmail.com,BRA
tx_00006213,7928.76,DISCOVER,CAN,88.180.89.171,desktop,edu.org,DEU
tx_00006214,34.78,MASTERCARD,FRA,204.21.207.100,mobile,company.com,FRA
tx_00006215,16.93,MASTERCARD,SGP,232.192.174.8,mobile,company.com,SGP
tx_00006216,29.37,VISA,JPN,128.172.81.5,mobile,yahoo.com,JPN
tx_00006217,68.03,VISA,AUS,102.18.190.162,mobile,outlook.com,SGP
tx_00006218,74.96,DISCOVER,AUS,51.232.84.79,mobile,gmail.com,AUS
tx_00006219,1241.92,MASTERCARD,IND,159.56.87.132,mobile,hotmail.com,IND
tx_00006220,32.74,AMEX,IND,165.21.73.78,mobile,icloud.com,NLD
tx_00006221,17.22,MASTERCARD,BRA,252.29.196.66,mobile,outlook.com,NLD
tx_00006222,112.62,MASTERCARD,NLD,77.85.229.174,mobile,icloud.com,NLD
tx_00006223,33.27,AMEX,ITA,156.178.69.43,desktop,company.com,ITA
tx_00006224,1468.88,DISCOVER,IND,220.135.182.127,tablet,hotmail.com,IND
tx_00006225,270.37,AMEX,USA,47.121.56.60,desktop,outlook.com,USA
tx_00006226,133.04,AMEX,IND,41.18.139.43,mobile,yahoo.com,IND
tx_00006227,103.04,DISCOVER,SGP,204.104.59.156,mobile,proton.me,SGP
tx_00006228,49.72,MASTERCARD,JPN,158.186.105.138,desktop,icloud.com,DEU
tx_00006229,164.39,VISA,CAN,243.252.54.3,mobile,gmail.com,CAN
tx_00006230,54.16,AMEX,NLD,149.241.176.125,mobile,edu.org,NLD
tx_00006231,13.9,MASTERCARD,BRA,194.25.140.228,mobile,gmail.com,BRA
tx_00006232,62.35,VISA,SGP,164.237.40.241,mobile,icloud.com,SGP
tx_00006233,107.18,VISA,NLD,60.251.23.249,mobile,outlook.com,NLD
tx_00006234,11.24,AMEX,CAN,110.254.45.143,mobile,gmail.com,CAN
tx_00006235,7.09,DISCOVER,IND,146.107.90.41,mobile,gmail.com,IND
tx_00006236,134.55,MASTERCARD,GBR,114.185.212.229,mobile,proton.me,GBR
tx_00006237,1641.39,VISA,FRA,41.140.204.54,mobile,company.com,FRA
tx_00006238,60.91,VISA,USA,45.34.178.222,mobile,hotmail.com,USA
tx_00006239,1982.03,MASTERCARD,FRA,8.218.115.72,mobile,icloud.com,FRA
tx_00006240,51.37,VISA,SGP,175.17.207.166,desktop,edu.org,SGP
tx_00006241,17.78,VISA,GBR,147.208.95.138,mobile,yahoo.com,GBR
tx_00006242,2.09,VISA,JPN,130.105.34.33,tablet,proton.me,NLD
tx_00006243,34.4,AMEX,NLD,197.96.42.64,mobile,outlook.com,NLD
tx_00006244,220.69,DISCOVER,ITA,228.28.93.18,mobile,edu.org,ITA
tx_00006245,5.2,AMEX,IND,73.113.160.135,mobile,company.com,IND
tx_00006246,13.55,DISCOVER,CAN,35.115.204.247,mobile,proton.me,CAN
tx_00006247,95.82,DISCOVER,NLD,52.213.235.193,tablet,outlook.com,NLD
tx_00006248,75.45,DISCOVER,FRA,87.178.125.231,desktop,hotmail.com,BRA
tx_00006249,18.06,MASTERCARD,GBR,57.10.112.31,tablet,edu.org,GBR
tx_00006250,123.84,VISA,IND,130.216.122.223,tablet,yahoo.com,IND
tx_00006251,58.43,VISA,BRA,146.247.52.69,desktop,company.com,BRA
tx_00006252,14.2,DISCOVER,SGP,34.9.240.164,mobile,hotmail.com,SGP
tx_00006253,11.83,AMEX,CAN,217.88.226.103,mobile,proton.me,CAN
tx_00006254,410.28,DISCOVER,IND,137.148.228.60,desktop,edu.org,IND
tx_00006255,93.49,MASTERCARD,USA,28.237.136.143,mobile,proton.me,AUS
tx_00006256,101.2,VISA,ITA,1.44.45.9,desktop,outlook.com,ITA
tx_00006257,9.0,DISCOVER,SGP,239.153.188.160,tablet,proton.me,SGP
tx_00006258,20.79,MASTERCARD,BRA,4.40.208.53,mobile,company.com,ESP
tx_00006259,7670.29,DISCOVER,GBR,25.124.246.78,desktop,proton.me,GBR
tx_00006260,1.81,MASTERCARD,GBR,177.112.156.7,mobile,outlook.com,GBR
tx_00006261,2473.11,VISA,FRA,173.249.143.48,mobile,outlook.com,USA
tx_00006262,333.39,DISCOVER,GBR,43.210.175.159,desktop,company.com,GBR
tx_00006263,11.72,MASTERCARD,AUS,69.14.20.192,mobile,hotmail.com,AUS
tx_00006264,2474.03,MASTERCARD,AUS,31.38.253.68,mobile,outlook.com,DEU
tx_00006265,1.18,AMEX,FRA,61.68.172.143,mobile,icloud.com,FRA
tx_00006266,76.81,VISA,CAN,214.95.47.58,tablet,yahoo.com,CAN
tx_00006267,51.46,VISA,MEX,158.77.86.38,mobile,outlook.com,MEX
tx_00006268,10.96,VISA,BRA,133.166.198.131,mobile,proton.me,BRA
tx_00006269,64.26,AMEX,SGP,59.169.203.170,mobile,gmail.com,SGP
tx_00006270,17.82,DISCOVER,ESP,117.144.253.143,mobile,yahoo.com,ESP
tx_00006271,3.1,VISA,SGP,41.124.49.163,mobile,icloud.com,SGP
tx_00006272,2175.59,VISA,DEU,216.23.29.16,desktop,outlook.com,DEU
tx_00006273,105.29,MASTERCARD,CAN,120.129.149.216,mobile,hotmail.com,CAN
tx_00006274,15.64,VISA,BRA,235.57.131.124,mobile,yahoo.com,AUS
tx_00006275,22.32,MASTERCARD,MEX,14.93.141.170,tablet,icloud.com,MEX
tx_00006276,30.28,MASTERCARD,AUS,203.157.104.55,mobile,outlook.com,AUS
tx_00006277,29.47,VISA,JPN,48.230.7.215,desktop,hotmail.com,JPN
tx_00006278,1576.89,AMEX,BRA,185.63.3.42,desktop,icloud.com,BRA
tx_00006279,21.46,VISA,FRA,31.246.141.195,mobile,hotmail.com,FRA
tx_00006280,49.17,AMEX,MEX,189.225.148.3,desktop,yahoo.com,NLD
tx_00006281,122.26,VISA,JPN,100.141.78.166,mobile,yahoo.com,JPN
tx_00006282,21.73,AMEX,MEX,101.37.67.60,mobile,yahoo.com,MEX
tx_00006283,2.99,AMEX,NLD,59.39.152.93,mobile,gmail.com,NLD
tx_00006284,23.16,VISA,BRA,142.47.114.6,mobile,proton.me,BRA
tx_00006285,2821.11,VISA,ITA,222.121.108.248,mobile,edu.org,ITA
tx_00006286,119.12,MASTERCARD,BRA,106.128.241.75,desktop,company.com,JPN
tx_00006287,527.81,MASTERCARD,JPN,147.168.102.178,mobile,company.com,JPN
tx_00006288,85.4,MASTERCARD,DEU,86.206.56.17,desktop,company.com,DEU
tx_00006289,68.89,MASTERCARD,SGP,198.208.243.17,tablet,proton.me,SGP
tx_00006290,26.72,VISA,AUS,109.189.101.1,mobile,hotmail.com,BRA
tx_00006291,9.97,AMEX,SGP,87.233.41.91,mobile,proton.me,SGP
tx_00006292,39.85,MASTERCARD,ITA,236.5.221.215,desktop,yahoo.com,ITA
tx_00006293,21.02,DISCOVER,JPN,251.16.64.161,desktop,yahoo.com,JPN
tx_00006294,24.14,DISCOVER,CAN,51.108.210.99,tablet,gmail.com,CAN
tx_00006295,31.61,AMEX,JPN,195.90.150.70,mobile,gmail.com,JPN
tx_00006296,21.19,AMEX,MEX,208.28.85.46,desktop,company.com,MEX
tx_00006297,81.24,DISCOVER,CAN,229.161.175.227,mobile,icloud.com,CAN
tx_00006298,81.81,MASTERCARD,ESP,8.79.173.90,mobile,gmail.com,ESP
tx_00006299,38.86,MASTERCARD,NLD,137.245.192.132,desktop,hotmail.com,NLD
tx_00006300,45.48,MASTERCARD,JPN,212.68.71.17,desktop,yahoo.com,JPN
tx_00006301,35.38,DISCOVER,CAN,250.150.79.33,mobile,icloud.com,CAN
tx_00006302,62.07,AMEX,ESP,80.35.91.156,mobile,icloud.com,ESP
tx_00006303,204.46,VISA,USA,127.224.4.231,desktop,hotmail.com,USA
tx_00006304,844.7,MASTERCARD,USA,82.107.126.61,mobile,yahoo.com,USA
tx_00006305,2738.26,MASTERCARD,MEX,85.227.79.1,mobile,proton.me,ESP
tx_00006306,113.81,DISCOVER,CAN,15.56.8.101,mobile,proton.me,CAN
tx_00006307,56.86,AMEX,NLD,131.173.124.82,mobile,edu.org,NLD
tx_00006308,28.87,MASTERCARD,DEU,71.217.247.70,mobile,hotmail.com,DEU
tx_00006309,34.16,AMEX,USA,189.210.50.155,mobile,yahoo.com,USA
tx_00006310,1.64,MASTERCARD,BRA,21.39.136.66,mobile,proton.me,BRA
tx_00006311,28.79,MASTERCARD,IND,108.37.95.23,mobile,outlook.com,IND
tx_00006312,1782.49,AMEX,BRA,28.4.56.220,mobile,hotmail.com,BRA
tx_00006313,13.27,DISCOVER,MEX,156.218.244.122,mobile,outlook.com,MEX
tx_00006314,32.51,AMEX,USA,165.46.38.104,desktop,gmail.com,CAN
tx_00006315,112.38,MASTERCARD,GBR,45.230.6.210,desktop,company.com,GBR
tx_00006316,36.24,VISA,FRA,167.239.199.144,desktop,proton.me,FRA
tx_00006317,16.0,AMEX,ESP,34.31.71.46,mobile,outlook.com,ESP
tx_00006318,1298.71,MASTERCARD,ITA,46.44.145.110,mobile,hotmail.com,ITA
tx_00006319,208.54,AMEX,IND,240.164.173.242,mobile,company.com,IND
tx_00006320,18.15,VISA,CAN,157.120.77.217,mobile,company.com,CAN
tx_00006321,46.54,MASTERCARD,NLD,74.16.120.226,desktop,edu.org,NLD
tx_00006322,13106.54,MASTERCARD,DEU,254.23.134.107,mobile,company.com,DEU
tx_00006323,106.74,MASTERCARD,ESP,247.185.183.100,mobile,gmail.com,ESP
tx_00006324,20.14,VISA,ITA,32.70.165.234,mobile,icloud.com,ITA
tx_00006325,2.62,AMEX,CAN,188.125.81.75,mobile,gmail.com,CAN
tx_00006326,32.87,DISCOVER,JPN,141.7.76.200,mobile,gmail.com,JPN
tx_00006327,178.35,VISA,AUS,173.139.118.239,mobile,yahoo.com,AUS
tx_00006328,20.48,DISCOVER,MEX,216.76.100.97,desktop,hotmail.com,MEX
tx_00006329,184.34,VISA,DEU,36.101.153.69,desktop,icloud.com,NLD
tx_00006330,47.57,AMEX,USA,8.90.192.75,desktop,hotmail.com,USA
tx_00006331,164.46,AMEX,IND,90.30.143.228,desktop,proton.me,IND
tx_00006332,1946.41,MASTERCARD,ESP,130.125.233.213,desktop,proton.me,ESP
tx_00006333,16.48,VISA,ESP,26.83.171.45,mobile,icloud.com,ESP
tx_00006334,701.12,DISCOVER,BRA,182.102.5.241,mobile,outlook.com,BRA
tx_00006335,24.76,MASTERCARD,ESP,211.16.205.121,mobile,hotmail.com,ESP
tx_00006336,51.9,MASTERCARD,ITA,183.133.159.210,mobile,outlook.com,CAN
tx_00006337,4.49,VISA,FRA,168.107.95.105,desktop,outlook.com,FRA
tx_00006338,85.22,MASTERCARD,SGP,77.152.229.245,mobile,company.com,SGP
tx_00006339,19.77,MASTERCARD,MEX,101.122.153.156,mobile,yahoo.com,MEX
tx_00006340,128.3,DISCOVER,FRA,236.63.240.73,mobile,hotmail.com,FRA
tx_00006341,85.11,VISA,FRA,239.184.32.157,desktop,gmail.com,FRA
tx_00006342,4.22,VISA,ITA,114.67.129.15,mobile,edu.org,ITA
tx_00006343,13.93,VISA,CAN,192.108.162.141,mobile,gmail.com,CAN
tx_00006344,1090.03,VISA,DEU,244.182.242.135,mobile,edu.org,JPN
tx_00006345,19.04,DISCOVER,NLD,159.174.21.176,desktop,company.com,NLD
tx_00006346,40.91,VISA,NLD,44.130.128.26,desktop,icloud.com,NLD
tx_00006347,171.11,AMEX,USA,18.54.75.91,desktop,icloud.com,USA
tx_00006348,132.35,VISA,JPN,157.114.174.202,desktop,edu.org,JPN
tx_00006349,688.97,VISA,JPN,144.24.105.112,mobile,yahoo.com,JPN
tx_00006350,59.27,VISA,CAN,142.174.76.249,desktop,yahoo.com,CAN
tx_00006351,16.04,DISCOVER,ITA,240.88.157.244,mobile,gmail.com,DEU
tx_00006352,8141.33,DISCOVER,GBR,115.253.22.142,mobile,proton.me,GBR
tx_00006353,39.82,MASTERCARD,GBR,157.173.65.188,mobile,edu.org,GBR
tx_00006354,62.42,DISCOVER,BRA,212.107.141.43,mobile,gmail.com,BRA
tx_00006355,98.92,MASTERCARD,FRA,158.162.96.143,desktop,icloud.com,FRA
tx_00006356,26.91,AMEX,USA,212.133.223.81,desktop,hotmail.com,USA
tx_00006357,166.54,MASTERCARD,JPN,243.159.243.127,mobile,edu.org,JPN
tx_00006358,15.45,VISA,DEU,15.239.173.31,mobile,company.com,DEU
tx_00006359,163.55,VISA,USA,3.216.128.58,mobile,yahoo.com,USA
tx_00006360,2429.27,DISCOVER,ITA,211.206.228.85,mobile,edu.org,ITA
tx_00006361,5.01,MASTERCARD,DEU,180.42.248.128,tablet,company.com,CAN
tx_00006362,189.78,AMEX,ESP,135.236.211.2,mobile,outlook.com,ESP
tx_00006363,53.88,VISA,IND,201.64.191.87,desktop,company.com,IND
tx_00006364,69.88,VISA,SGP,161.14.135.138,mobile,icloud.com,ITA
tx_00006365,6.32,VISA,NLD,161.154.141.38,mobile,hotmail.com,NLD
tx_00006366,8.66,DISCOVER,JPN,25.46.113.22,tablet,icloud.com,JPN
tx_00006367,10.7,VISA,JPN,201.106.134.68,mobile,yahoo.com,USA
tx_00006368,99.96,MASTERCARD,ESP,44.38.223.28,mobile,hotmail.com,CAN
tx_00006369,105.74,MASTERCARD,ITA,222.228.74.130,mobile,proton.me,ITA
tx_00006370,47.89,DISCOVER,USA,56.96.170.236,mobile,yahoo.com,USA
tx_00006371,6.23,AMEX,FRA,82.193.121.6,desktop,yahoo.com,FRA
tx_00006372,11.84,VISA,JPN,42.104.31.29,mobile,hotmail.com,JPN
tx_00006373,84.8,AMEX,ITA,180.209.74.147,desktop,gmail.com,ITA
tx_00006374,26.76,AMEX,IND,213.155.79.220,mobile,company.com,CAN
tx_00006375,261.64,AMEX,AUS,155.120.33.150,mobile,company.com,AUS
tx_00006376,23.1,MASTERCARD,CAN,3.202.213.157,desktop,icloud.com,CAN
tx_00006377,18.9,AMEX,MEX,58.91.71.204,mobile,company.com,JPN
tx_00006378,31.45,MASTERCARD,ITA,170.3.13.40,mobile,gmail.com,AUS
tx_00006379,65.99,DISCOVER,IND,199.138.225.41,mobile,outlook.com,IND
tx_00006380,819.4,VISA,NLD,221.57.205.73,desktop,outlook.com,NLD
tx_00006381,2458.25,MASTERCARD,DEU,29.204.18.63,mobile,icloud.com,DEU
tx_00006382,13.01,AMEX,IND,136.104.124.52,mobile,yahoo.com,IND
tx_00006383,333.67,VISA,ITA,44.230.236.21,mobile,proton.me,ITA
tx_00006384,10.06,AMEX,DEU,229.180.78.179,mobile,proton.me,DEU
tx_00006385,690.17,AMEX,IND,158.157.164.12,desktop,gmail.com,IND
tx_00006386,15.4,VISA,ESP,162.246.143.119,desktop,gmail.com,ESP
tx_00006387,59.12,MASTERCARD,ITA,103.59.137.148,desktop,hotmail.com,ITA
tx_00006388,22.47,AMEX,SGP,179.166.235.169,mobile,icloud.com,SGP
tx_00006389,25.79,MASTERCARD,CAN,27.131.155.184,tablet,edu.org,CAN
tx_00006390,1314.6,AMEX,USA,247.182.124.183,mobile,yahoo.com,USA
tx_00006391,588.28,VISA,MEX,52.174.162.60,mobile,icloud.com,MEX
tx_00006392,31.58,MASTERCARD,CAN,180.1.177.26,desktop,gmail.com,CAN
tx_00006393,74.23,VISA,SGP,17.53.66.30,desktop,gmail.com,SGP
tx_00006394,11.05,DISCOVER,JPN,226.245.86.55,tablet,gmail.com,JPN
tx_00006395,30.99,VISA,IND,2.48.84.182,mobile,edu.org,IND
tx_00006396,108.87,DISCOVER,IND,84.183.244.225,mobile,yahoo.com,IND
tx_00006397,10.33,DISCOVER,CAN,170.177.142.206,mobile,yahoo.com,CAN
tx_00006398,26.78,VISA,MEX,113.157.170.242,mobile,hotmail.com,MEX
tx_00006399,690.07,DISCOVER,IND,197.160.106.170,mobile,edu.org,NLD
tx_00006400,27.31,VISA,USA,45.129.207.238,mobile,gmail.com,JPN
tx_00006401,5.46,DISCOVER,BRA,172.11.75.234,desktop,icloud.com,BRA
tx_00006402,22.7,DISCOVER,CAN,4.239.176.169,mobile,gmail.com,CAN
tx_00006403,37.72,MASTERCARD,BRA,75.236.60.236,desktop,icloud.com,NLD
tx_00006404,3.08,MASTERCARD,USA,116.21.60.220,mobile,hotmail.com,USA
tx_00006405,118.17,AMEX,CAN,29.153.100.233,tablet,edu.org,CAN
tx_00006406,16.41,VISA,FRA,13.173.99.111,mobile,proton.me,IND
tx_00006407,26.33,MASTERCARD,MEX,165.210.210.144,mobile,company.com,MEX
